model_name,mean_latency,model_size,top1_acc,model_type
efficientnet_b3.ra2_in1k_320,0.20684958696365358,46.59,82.242,cnn
convnext_tiny.fb_in22k_ft_in1k_288,0.18554039001464845,109.17,78.908,cnn
efficientnet_b2.ra_in1k_288,0.12970887422561644,34.70,80.612,cnn
maxvit_tiny_rw_224_224,0.2088108777999878,112.69,83.504,transformer
vit_base_patch16_clip_224.laion2b_ft_in1k_224,0.26759058237075806,330.34,85.468,transformer
xcit_medium_24_p16_384_dist_384,0.8286375284194947,322.40,85.412,transformer
tf_efficientnet_b7.ap_in1k_600,2.7195507407188417,252.76,85.120,cnn
swinv2_tiny_window16_256_256,0.1982298731803894,113.94,82.810,transformer
xception41_299,0.26093717813491824,102.70,78.516,cnn
repvgg_b1g4_224,0.13412845134735107,152.48,77.594,cnn
convnext_base.fb_in22k_ft_in1k_288,0.46397875547409057,338.16,86.280,cnn
tinynet_e.in1k_106,0.010555243492126465,7.80,59.856,cnn
crossvit_18_240_240,0.19799084663391114,165.40,82.400,transformer
hardcorenas_a_224,0.03284058570861816,20.06,75.916,cnn
gluon_resnext101_32x4d_224,0.28858516216278074,168.31,80.334,cnn
fbnetv3_g.ra2_in1k_288,0.16108003854751587,63.35,82.048,cnn
resnetrs152_320,0.6451580286026001,330.27,83.712,cnn
dpn92_224,0.29801779985427856,144.02,80.008,cnn
xcit_nano_12_p8_384_dist_384,0.3109211802482605,11.85,77.820,transformer
tf_mixnet_l.in1k_224,0.2536963939666748,28.42,78.774,cnn
gmixer_24_224_224,0.10902230739593506,94.57,78.036,cnn
coat_lite_tiny_224,0.08237605094909668,22.02,77.512,transformer
xcit_large_24_p16_384_dist_384,1.588442575931549,721.84,85.754,transformer
pit_xs_224_224,0.04268792867660522,40.69,78.182,transformer
mobilevitv2_125_256,0.13150014877319335,28.63,79.684,transformer
dla60_224,0.12935864925384521,84.02,77.032,cnn
deit_tiny_patch16_224_224,0.036289560794830325,21.92,72.168,transformer
convnext_large.fb_in1k_288,0.8950216054916382,754.64,84.846,cnn
dpn68_224,0.17037683725357056,48.20,76.318,cnn
inception_v4_299,0.2863203763961792,162.78,80.168,cnn
deit3_small_patch16_224_224,0.08720237016677856,84.26,81.386,transformer
crossvit_tiny_240_240,0.05571272373199463,27.03,73.324,transformer
regnetz_040h_320,0.42005022764205935,110.21,84.494,cnn
repvgg_b1_224,0.18062540292739868,219.04,78.366,cnn
deit_base_distilled_patch16_384_384,0.7722233057022094,334.39,85.422,transformer
skresnet18_224,0.05060098171234131,45.63,73.038,cnn
maxvit_base_tf_384.in21k_ft_in1k_384,3.0008280158042906,458.24,87.922,transformer
levit_192_224,0.09715402126312256,42.52,79.842,transformer
flexivit_small.1200ep_in1k_240,0.09051978588104248,84.26,82.526,transformer
regnetx_160_224,0.30220880508422854,206.87,79.856,cnn
xcit_tiny_12_p8_224_dist_224,0.168083655834198,25.80,81.212,transformer
hardcorenas_f_224,0.04850426912307739,31.26,78.104,cnn
flexivit_small.600ep_in1k_240,0.09084563255310059,84.26,82.354,transformer
vit_base_patch32_clip_448.laion2b_ft_in12k_in1k_448,0.2779332160949707,337.09,85.784,transformer
convit_base_224,0.2818154454231262,330.68,82.288,transformer
hrnet_w30_224,0.1955462098121643,143.93,78.206,cnn
tf_efficientnetv2_xl.in21k_ft_in1k_512,2.6802053689956664,792.81,86.748,cnn
maxvit_rmlp_nano_rw_256_256,0.16440869569778443,59.49,82.962,transformer
tf_efficientnet_b1.aa_in1k_240,0.14219216108322144,29.76,78.826,cnn
dla60_res2net_224,0.14730714559555053,79.50,78.464,cnn
tf_efficientnetv2_b1.in1k_240,0.10064326524734497,31.06,79.462,cnn
vgg11_224,0.2190158486366272,506.84,69.024,cnn
regnetx_032_224,0.10225907564163209,58.26,78.172,cnn
densenet169_224,0.12059608697891236,54.68,75.906,cnn
vgg19_bn_224,0.3156129837036133,548.06,74.214,cnn
vit_small_r26_s32_224.augreg_in21k_ft_in1k_224,0.1774715304374695,192.64,81.858,transformer
tf_efficientnet_b5.ap_in1k_456,0.9935134649276733,115.80,84.252,cnn
dla60_res2next_224,0.18824291229248047,64.94,78.440,cnn
xcit_small_12_p8_224_224,0.3908888816833496,100.23,83.344,transformer
cs3darknet_focus_m_288,0.0628275990486145,35.50,77.278,cnn
regnetx_064_224,0.15414193868637086,99.86,79.072,cnn
gluon_resnet152_v1s_224,0.24979451894760132,229.87,81.016,cnn
resnetrs200_320,0.8270213961601257,355.40,84.448,cnn
xception65_299,0.3787024736404419,151.97,83.180,cnn
gcvit_small_224,0.2806085467338562,229.48,83.884,transformer
vit_base_patch16_clip_224.laion2b_ft_in12k_in1k_224,0.2668022155761719,330.34,86.170,transformer
tf_efficientnet_lite0.in1k_224,0.06972992420196533,17.77,74.830,cnn
cs3edgenet_x_288,0.24936466217041015,182.39,82.702,cnn
regnetz_c16_evos_320,0.9584291815757752,51.86,82.630,cnn
regnetx_040_224,0.11895251274108887,84.26,78.482,cnn
efficientnet_em.ra2_in1k_240,0.0809661865234375,26.22,79.252,cnn
xcit_small_12_p16_224_dist_224,0.1202970027923584,100.38,83.350,transformer
sequencer2d_l_224,0.35357133150100706,208.71,83.406,cnn
deit3_base_patch16_384_in21ft1k_384,0.7779917120933533,331.52,86.744,transformer
tinynet_c.in1k_184,0.025796937942504882,9.38,71.232,cnn
convnext_femto_ols.d1_in1k_288,0.07269062995910644,20.02,78.934,cnn
eva_large_patch14_196.in22k_ft_in1k_196,0.8683276057243348,1160.42,87.938,transformer
dla102_224,0.18951783180236817,126.84,78.032,cnn
vit_base_r50_s16_384.orig_in21k_ft_in1k_384,1.231069266796112,423.41,84.972,transformer
gc_efficientnetv2_rw_t.agc_in1k_288,0.11794064044952393,52.21,82.464,cnn
regnety_160_288,0.6564244389533996,318.68,83.686,cnn
cspresnet50_256,0.08934277296066284,82.42,79.574,cnn
resnet152d_320,0.43733237981796264,229.47,83.680,cnn
convnext_base.fb_in1k_288,0.46480034589767455,338.16,84.434,cnn
twins_pcpvt_small_224,0.11422427892684936,92.14,81.088,transformer
regnetz_040_320,0.41903897523880007,103.26,84.236,cnn
pit_b_distilled_224_224,0.25179157257080076,285.50,84.144,transformer
sebotnet33ts_256_256,0.13829940557479858,52.38,81.150,transformer
gluon_resnet50_v1d_224,0.09645318984985352,97.49,79.074,cnn
convnext_pico_ols.d1_in1k_288,0.09618879556655884,34.65,80.464,cnn
resnet200d_320,0.5464513778686524,246.54,83.962,cnn
gluon_seresnext101_32x4d_224,0.36952675580978395,186.57,80.904,cnn
tresnet_v2_l_224,0.19715287685394287,175.58,83.902,cnn
swinv2_tiny_window8_256_256,0.16875290870666504,109.90,81.806,transformer
hardcorenas_b_224,0.03007054328918457,19.74,76.538,cnn
darknetaa53_288,0.20659074783325196,137.39,80.522,cnn
gluon_resnet101_v1d_224,0.17317159175872804,169.86,80.414,cnn
xcit_tiny_12_p16_224_dist_224,0.052647960186004636,25.84,78.578,transformer
mobilenetv3_large_100.ra_in1k_224,0.029126191139221193,20.91,75.766,cnn
mvitv2_tiny_224,0.19552017450332643,92.63,82.404,transformer
legacy_seresnext101_32x4d_224,0.3825795531272888,186.58,80.228,cnn
regnetx_080_224,0.18240371942520142,150.81,79.194,cnn
resnet51q_288,0.19160484075546264,136.05,82.360,cnn
swin_base_patch4_window12_384_384,0.9485751986503601,371.42,86.432,transformer
mixnet_m.ft_in1k_224,0.11974385976791382,19.32,77.260,cnn
tf_efficientnet_b3.ap_in1k_300,0.2870936870574951,46.66,81.822,cnn
hrnet_w64_224,0.48260289430618286,488.47,79.474,cnn
eva_large_patch14_196.in22k_ft_in22k_in1k_196,0.8681552529335022,1160.42,88.586,transformer
regnety_008_224,0.07417010068893433,23.87,76.316,cnn
xcit_nano_12_p16_224_dist_224,0.032303917407989505,11.87,72.302,transformer
ecaresnet50t_320,0.24497140645980836,97.50,82.346,cnn
ecaresnet269d_352,1.2302975296974181,389.23,84.976,cnn
gcvit_base_224,0.40089447498321534,390.49,84.448,transformer
resnest50d_4s2x40d_224,0.18139740228652954,115.92,81.108,cnn
xcit_small_12_p16_224_224,0.1195090651512146,100.38,81.974,transformer
efficientnetv2_rw_t.ra2_in1k_288,0.15426446199417115,51.96,82.348,cnn
cspdarknet53_256,0.12955676317214965,105.42,80.058,cnn
xception65p_299,0.36272722482681274,151.95,83.130,cnn
swsl_resnext101_32x4d_224,0.2846646666526794,168.31,83.230,cnn
tf_mixnet_s.in1k_224,0.14591286182403565,16.13,75.650,cnn
gcvit_xxtiny_224,0.1079293131828308,53.27,79.714,transformer
deit3_medium_patch16_224_224,0.13691244125366211,148.31,83.080,transformer
res2net50_26w_6s_224,0.16350479125976564,141.27,78.570,cnn
pvt_v2_b2_224,0.17107373476028442,97.03,82.076,transformer
coatnet_0_rw_224_224,0.1833499550819397,116.36,82.390,transformer
darknet53_288,0.1995222806930542,158.69,80.534,cnn
vit_tiny_r_s16_p8_384.augreg_in21k_ft_in1k_384,0.08914268016815186,24.45,75.952,transformer
res2net50_26w_8s_224,0.20819998979568483,184.57,79.200,cnn
efficientnet_b0.ra_in1k_224,0.05586894750595093,20.15,77.698,cnn
tf_efficientnet_lite4.in1k_380,0.33668272495269774,49.53,81.536,cnn
tf_efficientnet_b5.ns_jft_in1k_456,0.9931301236152649,115.80,86.088,cnn
edgenext_small_320,0.10205827951431275,21.50,81.568,transformer
dla169_224,0.2883550405502319,203.56,78.688,cnn
convnext_pico.d1_in1k_288,0.09439798593521118,34.58,80.426,cnn
resnetrs420_416,2.5396037697792053,731.66,85.008,cnn
skresnet34_224,0.09227408170700073,85.03,76.912,cnn
maxvit_large_tf_384.in1k_384,4.197876977920532,810.57,86.236,transformer
swin_large_patch4_window7_224_224,0.5985828042030334,755.75,86.320,transformer
vit_small_patch16_384.augreg_in1k_384,0.27252587080001833,84.78,81.120,transformer
densenet161_224,0.21605509519577026,110.28,77.358,cnn
swin_small_patch4_window7_224_224,0.2097003221511841,192.87,83.212,transformer
swin_s3_tiny_224_224,0.1268786907196045,119.92,82.122,transformer
pvt_v2_b1_224,0.09688844680786132,53.59,78.694,transformer
pvt_v2_b5_224,0.38953685760498047,313.53,83.740,transformer
vit_large_patch14_clip_224.openai_ft_in1k_224,1.3075878024101257,1160.66,87.852,transformer
crossvit_18_dagger_408_408,0.6448015332221985,170.50,84.196,transformer
tf_efficientnet_b4.ns_jft_in1k_380,0.5274915933609009,73.72,85.162,cnn
xcit_large_24_p16_224_224,0.6336341977119446,721.84,82.896,transformer
vit_small_r26_s32_384.augreg_in21k_ft_in1k_384,0.42508621215820314,192.78,84.046,transformer
gluon_resnet101_v1b_224,0.1652384042739868,169.79,79.306,cnn
swinv2_base_window16_256_256,0.45507586002349854,341.45,84.594,transformer
maxvit_nano_rw_256_256,0.1639902710914612,60.69,82.932,transformer
legacy_seresnext26_32x4d_224,0.1117822527885437,64.00,77.104,cnn
efficientformer_l7_224,0.25109115839004514,313.56,83.386,transformer
repvgg_b2_224,0.32981626987457274,339.61,78.792,cnn
coatnet_nano_rw_224_224,0.13365741968154907,64.58,81.700,transformer
levit_384_224,0.2034824252128601,150.21,82.586,transformer
vit_base_patch16_224_miil.in21k_ft_in1k_224,0.2638437271118164,330.23,84.268,transformer
xcit_small_12_p16_384_dist_384,0.3025596499443054,100.38,84.706,transformer
mobilevitv2_050_256,0.04485682249069214,5.35,70.140,transformer
densenet201_224,0.1593838930130005,77.36,77.286,cnn
vit_base_patch16_clip_384.laion2b_ft_in12k_in1k_384,0.7735641121864318,331.45,87.218,transformer
resnet61q_288,0.21592321395874023,140.42,82.524,cnn
tf_efficientnet_b2.aa_in1k_260,0.17716218233108522,34.77,80.086,cnn
tf_mobilenetv3_small_100.in1k_224,0.03057457208633423,9.78,67.922,cnn
resnetrs101_288,0.38432635068893434,242.57,82.288,cnn
convit_small_224,0.12044309377670288,106.52,81.426,transformer
xcit_tiny_24_p8_384_dist_384,0.9432241439819335,46.59,83.740,transformer
swinv2_base_window12to16_192to256_22kft1k_256,0.45223112106323243,341.45,86.274,transformer
cs3darknet_l_288,0.11871062517166138,80.73,80.896,cnn
semnasnet_075.rmsp_in1k_224,0.02758519649505615,11.09,72.974,cnn
vit_relpos_small_patch16_224.sw_in1k_224,0.08690153360366822,84.28,81.462,transformer
resnetv2_50x1_bit_distilled_224,0.16471920013427735,187.39,82.818,cnn
xcit_tiny_12_p8_224_224,0.16837053298950194,25.80,79.694,transformer
lambda_resnet50ts_256,0.1368191123008728,82.16,81.166,cnn
edgenext_base_320,0.18237454891204835,70.80,83.960,transformer
jx_nest_tiny_224,0.1527666926383972,65.40,81.414,cnn
tf_efficientnet_b1.ns_jft_in1k_240,0.143418550491333,29.76,81.388,cnn
maxvit_base_tf_512.in21k_ft_in1k_512,5.033762335777283,459.11,88.212,transformer
gernet_s_224,0.026000833511352538,31.14,76.916,cnn
convnext_small.fb_in1k_288,0.3099774241447449,191.80,83.706,cnn
lcnet_075.ra2_in1k_224,0.012183952331542968,9.00,68.818,cnn
tresnet_m_448_448,0.351254940032959,119.72,81.714,cnn
vit_relpos_medium_patch16_cls_224.sw_in1k_224,0.13807687759399415,148.32,82.562,transformer
swsl_resnet50_224,0.09392832517623902,97.41,81.166,cnn
skresnext50_32x4d_224,0.2920283913612366,104.74,80.156,cnn
tf_mobilenetv3_small_075.in1k_224,0.029110276699066163,7.87,65.716,cnn
vit_base_patch16_224.augreg_in1k_224,0.26746041774749757,330.34,79.154,transformer
mvitv2_small_224,0.26688562631607055,133.65,83.768,transformer
poolformer_s36_224,0.2298465609550476,117.99,81.416,transformer
ig_resnext101_32x16d_224,0.40647958517074584,338.37,84.170,cnn
xcit_tiny_24_p16_224_224,0.09714878797531128,46.62,79.444,transformer
resmlp_big_24_distilled_224_224,1.2339329957962035,492.73,83.588,cnn
sequencer2d_m_224,0.23558744192123413,147.18,82.806,cnn
swinv2_base_window8_256_256,0.3989960074424744,337.81,84.262,transformer
vit_base_patch16_clip_224.openai_ft_in1k_224,0.2676192164421082,330.34,85.280,transformer
crossvit_18_dagger_240_240,0.20648729801177979,169.21,82.518,transformer
swinv2_cr_tiny_ns_224_224,0.14313913583755494,109.42,81.790,transformer
mobilenetv3_small_100.lamb_in1k_224,0.013753342628479003,9.71,67.652,cnn
res2net101_26w_4s_224,0.20813452005386351,172.32,79.198,cnn
pvt_v2_b3_224,0.25679988861083985,173.05,83.126,transformer
swinv2_cr_small_224_224,0.24038970470428467,191.60,83.146,transformer
legacy_seresnet101_224,0.23825759887695314,188.06,78.382,cnn
coatnet_bn_0_rw_224_224,0.17857550382614135,116.39,82.398,transformer
lcnet_050.ra2_in1k_224,0.008169078826904297,7.19,63.100,cnn
botnet26t_256_256,0.07943193912506104,47.71,79.272,transformer
tf_efficientnetv2_b3.in1k_300,0.19469811916351318,54.73,81.970,cnn
pvt_v2_b0_224,0.0522729754447937,14.13,70.656,transformer
resnest26d_224,0.09842939376831054,65.08,78.478,cnn
levit_256_224,0.13025664091110228,72.90,81.510,transformer
crossvit_9_dagger_240_240,0.05880523920059204,33.72,76.980,transformer
deit3_medium_patch16_224_in21ft1k_224,0.13680087327957152,148.31,84.560,transformer
regnetz_d8_320,0.37948611974716184,89.07,84.050,cnn
hrnet_w18_small_224,0.049378609657287596,50.30,72.342,cnn
tf_efficientnet_b4.aa_in1k_380,0.5263219833374023,73.72,83.022,cnn
ssl_resnext50_32x4d_224,0.14564268589019774,95.37,80.318,cnn
resmlp_36_distilled_224_224,0.15234042406082154,170.64,81.160,cnn
tf_efficientnet_b7.ns_jft_in1k_600,2.7260102033615112,252.76,86.840,cnn
coat_lite_small_224,0.16727129220962525,76.04,82.308,transformer
efficientnet_el_pruned.in1k_300,0.18418099880218505,40.25,80.300,cnn
deit3_base_patch16_224_224,0.2679066061973572,330.41,83.792,transformer
ig_resnext101_32x48d_224,0.40724345445632937,338.37,85.428,cnn
cait_xxs24_384_384,1.4546886682510376,46.14,80.966,transformer
flexivit_base.1200ep_in1k_240,0.2750479459762573,330.42,84.664,transformer
twins_pcpvt_base_224,0.17668919563293456,167.51,82.708,transformer
vit_base_patch8_224.augreg_in21k_ft_in1k_224,1.131593108177185,330.37,85.796,transformer
maxvit_small_tf_384.in1k_384,1.8137395262718201,264.19,85.534,transformer
beit_base_patch16_224.in22k_ft_in22k_in1k_224,0.2737237811088562,351.14,85.236,transformer
resnet101d_320,0.31245033740997313,169.86,83.022,cnn
cs3darknet_x_288,0.19569553136825563,133.67,82.228,cnn
hrnet_w32_224,0.18866692781448363,157.35,78.450,cnn
mobilenetv3_rw.rmsp_in1k_224,0.029041087627410887,20.90,75.634,cnn
xcit_medium_24_p16_224_dist_224,0.33039954900741575,322.40,84.274,transformer
twins_svt_large_224,0.30459152460098265,379.08,83.678,transformer
resnetaa50_288,0.16679871082305908,97.42,81.622,cnn
xcit_medium_24_p8_224_dist_224,1.11724910736084,322.12,85.072,transformer
resnet10t_224,0.021908438205718993,20.73,68.294,cnn
twins_pcpvt_large_224,0.24912543296813966,233.12,83.140,transformer
resnetv2_50x1_bitm_448,0.49255708456039426,187.39,80.342,cnn
dm_nfnet_f0_256,0.4170823335647583,450.49,83.386,cnn
deit_small_patch16_224_224,0.08612151145935058,84.22,79.856,transformer
mobilevit_xs_256,0.062362420558929446,8.99,74.644,transformer
xcit_small_24_p8_224_dist_224,0.7403826475143432,182.13,84.876,transformer
resnest14d_224,0.0699090838432312,40.46,75.506,cnn
flexivit_large.300ep_in1k_240,0.8903199911117554,1161.24,85.280,transformer
edgenext_x_small_288,0.061118555068969724,9.10,75.688,transformer
maxvit_rmlp_tiny_rw_256_256,0.24951683282852172,111.71,84.232,transformer
pnasnet5large_331,1.3871363997459412,328.63,82.782,cnn
tf_efficientnetv2_b2.in1k_260,0.12773536443710326,38.50,80.208,cnn
coatnext_nano_rw_224_224,0.12721134424209596,62.92,81.948,transformer
crossvit_base_240_240,0.35049147605895997,400.91,82.216,transformer
vgg16_bn_224,0.2820472359657288,527.80,73.350,cnn
tf_efficientnet_b4.ap_in1k_380,0.5245613098144531,73.72,83.248,cnn
legacy_seresnet152_224,0.3500398635864258,254.75,78.660,cnn
mnasnet_small.lamb_in1k_224,0.015131151676177979,7.75,66.206,cnn
tf_efficientnet_b2.ns_jft_in1k_260,0.1776243805885315,34.77,82.380,cnn
regnetz_d8_evos_320,1.3196096539497375,89.96,84.050,cnn
deit3_small_patch16_224_in21ft1k_224,0.08722494840621949,84.26,83.070,transformer
vit_base_patch8_224.augreg2_in21k_ft_in1k_224,1.1299226760864258,330.37,86.212,transformer
xcit_tiny_24_p8_224_224,0.3205749988555908,46.59,81.900,transformer
cs3se_edgenet_x_320,0.3484825611114502,193.49,83.548,cnn
tf_efficientnetv2_m.in21k_ft_in1k_480,0.9357654333114624,206.21,86.004,cnn
vit_base_patch32_384.augreg_in21k_ft_in1k_384,0.26133953332901,336.93,83.350,transformer
tf_efficientnet_b8.ra_in1k_672,4.060585796833038,333.01,85.370,cnn
tnt_s_patch16_224_224,0.25094707012176515,90.86,81.518,transformer
poolformer_m36_224,0.35102654695510865,214.54,82.110,transformer
resnest50d_224,0.15733894109725952,104.79,80.974,cnn
vgg19_224,0.3138227105140686,548.06,72.368,cnn
cs3sedarknet_l_288,0.13999444246292114,83.62,81.774,cnn
xcit_tiny_12_p16_224_224,0.05219006538391113,25.84,77.120,transformer
tf_efficientnet_es.in1k_224,0.08237788677215577,20.74,76.594,cnn
xcit_small_24_p16_224_224,0.2207895874977112,182.29,82.580,transformer
tv_resnext50_32x4d_224,0.14537558555603028,95.37,77.620,cnn
dpn131_224,0.6433040142059326,302.76,79.822,cnn
vit_small_patch32_384.augreg_in21k_ft_in1k_384,0.08234412670135498,87.52,80.480,transformer
vit_relpos_base_patch16_224.sw_in1k_224,0.2680864930152893,330.12,82.484,transformer
resmlp_big_24_224_224,1.2345672130584717,492.73,81.028,cnn
crossvit_15_dagger_240_240,0.1395602583885193,107.91,82.332,transformer
ecaresnet26t_320,0.14625803232192994,61.05,79.854,cnn
seresnext101d_32x8d_288,0.8158056259155273,356.71,84.370,cnn
efficientformer_l3_224,0.11204638481140136,119.73,82.550,transformer
hardcorenas_e_224,0.04883298873901367,30.77,77.794,cnn
tf_mobilenetv3_large_075.in1k_224,0.05456986427307129,15.30,73.438,cnn
legacy_seresnet50_224,0.1297023892402649,107.09,77.630,cnn
regnetx_120_224,0.24610925912857057,175.72,79.596,cnn
convnext_small.fb_in22k_ft_in1k_384_384,0.5275901079177856,191.80,85.778,cnn
hrnet_w40_224,0.2801823616027832,219.60,78.920,cnn
deit_base_patch16_224_224,0.2678406834602356,330.34,81.998,transformer
ssl_resnext101_32x4d_224,0.27261914014816285,168.31,80.924,cnn
tinynet_b.in1k_188,0.03842606544494629,14.22,74.974,cnn
maxvit_small_tf_512.in1k_512,3.0626502871513366,264.62,86.088,transformer
cait_xxs36_384_384,2.168646252155304,66.64,82.194,transformer
tf_efficientnet_em.in1k_240,0.11291934251785278,26.29,78.130,cnn
eca_botnext26ts_256_256,0.09119709730148315,40.49,79.274,transformer
vit_relpos_medium_patch16_224.sw_in1k_224,0.13669596910476683,148.23,82.466,transformer
vit_large_patch14_clip_336.laion2b_ft_in12k_in1k_336,2.4613229513168333,1161.91,88.182,transformer
vit_base_patch16_384.augreg_in1k_384,0.7734756112098694,331.45,81.102,transformer
tresnet_l_224,0.2263851523399353,213.52,81.488,cnn
vit_tiny_patch16_384.augreg_in21k_ft_in1k_384,0.11825449466705322,22.20,78.430,transformer
dla34_224,0.08374248743057251,60.04,74.630,cnn
maxvit_rmlp_pico_rw_256_256,0.13468791246414186,29.22,80.516,transformer
crossvit_15_240_240,0.13353962898254396,105.32,81.536,transformer
resmlp_big_24_224_in22ft1k_224,1.234494411945343,492.73,84.394,cnn
swin_tiny_patch4_window7_224_224,0.12487550973892211,110.09,81.378,transformer
vit_base_patch16_clip_384.openai_ft_in1k_384,0.7718872904777527,331.45,86.206,transformer
tf_mobilenetv3_small_minimal_100.in1k_224,0.02393099069595337,7.86,62.906,cnn
eca_resnet33ts_256,0.10749560594558716,75.03,80.078,cnn
gcresnet50t_256,0.11096951961517335,98.82,80.940,cnn
gcresnet33ts_256,0.10091191530227661,75.86,80.082,cnn
gcresnext26ts_256,0.0671910285949707,39.98,77.814,cnn
gcresnext50ts_256,0.10407456159591674,59.81,80.580,cnn
seresnet50_224,0.1387156367301941,107.09,80.274,cnn
seresnet33ts_256,0.10708056688308716,75.42,80.352,cnn
resnetv2_101_224,0.16440114974975586,170.18,82.030,cnn
resnext50d_32x4d_224,0.15626811981201172,95.45,79.676,cnn
resnet50_224,0.09335335493087768,97.41,80.374,cnn
eca_resnext26ts_256,0.07582257986068726,39.26,77.452,cnn
densenetblur121d_224,0.10898637771606445,30.89,76.588,cnn
resnet33ts_256,0.09903080463409424,75.01,79.214,cnn
resnext50_32x4d_224,0.14940773248672484,95.37,81.118,cnn
resnet101_224,0.16685975790023805,169.79,81.938,cnn
regnety_120_224,0.313046395778656,197.55,80.366,cnn
seresnext26d_32x4d_224,0.11153196096420288,64.07,77.602,cnn
ecaresnet50d_224,0.14146015644073487,97.51,80.592,cnn
resnet50d_224,0.10022826194763183,97.49,80.530,cnn
ecaresnetlight_224,0.12998162508010863,114.99,80.462,cnn
cait_m48_448_448,9.881350576877594,1360.28,86.484,transformer
ese_vovnet39b_224,0.11663221120834351,93.72,79.320,cnn
ecaresnet101d_224,0.2502383589744568,169.91,82.172,cnn
wide_resnet50_2_224,0.20076850652694703,262.66,81.456,cnn
densenet121_224,0.09384617805480958,30.81,75.578,cnn
vit_large_patch14_clip_224.laion2b_ft_in12k_in1k_224,1.3131229639053346,1160.66,87.890,transformer
seresnextaa101d_32x8d_288,0.8544326543807983,356.71,84.568,cnn
resnet34_224,0.06129419803619385,83.14,75.110,cnn
resnet26t_256,0.0713659405708313,61.04,77.882,cnn
seresnext50_32x4d_224,0.20478172302246095,105.04,81.266,cnn
resnet26_224,0.05699918270111084,60.97,75.292,cnn
resnetv2_50_224,0.09408220052719116,97.59,80.432,cnn
resnetblur50_224,0.1207227349281311,97.46,79.286,cnn
resnet32ts_256,0.0960076093673706,68.48,79.004,cnn
ese_vovnet19b_dw_224,0.05422208309173584,24.96,76.798,cnn
ecaresnet50d_pruned_224,0.08633220195770264,76.03,79.716,cnn
resnet18_224,0.03438581228256225,44.58,69.748,cnn
resnext26ts_256,0.06482373476028443,39.25,76.780,cnn
resnet152_224,0.23981885910034179,229.40,82.822,cnn
seresnext26ts_256,0.07463808059692383,39.60,77.866,cnn
resnet26d_224,0.06197080612182617,61.05,76.696,cnn
resnet18d_224,0.03686325550079346,44.66,72.260,cnn
resnet34d_224,0.06354303359985351,83.21,77.116,cnn
dpn68b_224,0.15911751985549927,48.17,79.216,cnn
ecaresnet101d_pruned_224,0.11025561094284057,94.88,80.818,cnn
seresnext26t_32x4d_224,0.11525930166244507,64.06,77.986,cnn
resnet50_gn_224,0.11572903394699097,97.60,80.052,cnn
