model_name,precision,recall,mAP_0.5,mAP_0.5:0.95
yolo6l-d33w5_256,0.617608823895045,0.4015883047670573,0.4353350464944402,0.3026575891928196
yolo6l-d33w5_288,0.6357181626114425,0.424191078331012,0.4623816636286095,0.3234779720073179
yolo6l-d33w5_320,0.6554856848771147,0.4437253223795532,0.4875583453120468,0.3441343435555322
yolo6l-d33w5_352,0.6565896725764253,0.4625722174204554,0.5041261431777879,0.3598738747201003
yolo6l-d33w5_384,0.659414339457266,0.4816694157845999,0.5235537017185189,0.3748411142874831
yolo6l-d33w5_416,0.655550814840029,0.4967013384296206,0.541323321173032,0.3889862669190556
yolo6l-d33w5_448,0.6715421867958169,0.5049865389522588,0.5532092769051874,0.3997342955161256
yolo6l-d33w5_480,0.669942646556641,0.5157926758003839,0.5607649053777981,0.406669063212604
yolo6l-d33w75_160,0.5452350158176694,0.3106423958375003,0.3310549665544346,0.2242081264144132
yolo6l-d33w75_192,0.5885631586378691,0.3562856100495342,0.3821748236591761,0.264669803752994
yolo6l-d33w75_224,0.6199186142244929,0.3938912242953778,0.426343673018825,0.2980928965817185
yolo6l-d33w75_256,0.6210581780502802,0.4263288513297082,0.4618787056719872,0.324049749300847
yolo6l-d33w75_288,0.6359528970874607,0.455872970805006,0.4905055292740033,0.3483412807476931
yolo6l-d33w75_320,0.6691839997277125,0.4728337560433136,0.5165156641302951,0.368208922730372
yolo6l-d33w75_352,0.6691007858566249,0.4869635608145882,0.5327431057760306,0.3831800069323844
yolo6l-d33w75_384,0.6802379367346673,0.5067114405575972,0.5505627051228765,0.3986767056825677
yolo6l-d33w75_416,0.6912079762098731,0.5177117201047908,0.5668140426998909,0.4116830999087146
yolo6l-d33w75_448,0.6981350976669898,0.5247948855646374,0.577075976892362,0.4207391414328622
yolo6l-d33w75_480,0.7092846098791272,0.5310341972419895,0.5886635229856199,0.4299356903076792
yolo6l-d6w25_160,0.438388863109484,0.2233083579823907,0.2263138083584113,0.1467791600441731
yolo6l-d6w25_192,0.4868167740399418,0.2622258509279543,0.275096978630837,0.1811807490649554
yolo6l-d6w25_224,0.5223925859000031,0.3022343170369083,0.3193952610682911,0.213656467570246
yolo6l-d6w25_256,0.5444026286750516,0.3317753287229071,0.3523576633651846,0.2386202606666896
yolo6l-d6w25_288,0.5545897611683852,0.3557731387116519,0.3826971987111601,0.2623156917807291
yolo6l-d6w25_320,0.578609445140747,0.3823652786583286,0.4097542204128263,0.2836256437073707
yolo6l-d6w25_352,0.5920605426514713,0.3968847793224742,0.4264656625471996,0.2961939492835207
yolo6l-d6w25_384,0.5922407344032921,0.4197373035769191,0.4466367524767239,0.3111528750315956
yolo6l-d6w25_416,0.623195843453781,0.4234735748532324,0.4620254339188667,0.3244809361441015
yolo6l-d6w25_448,0.6285961366143911,0.4329867467470592,0.4749394823004612,0.3347174779352457
yolo6l-d6w25_480,0.6340445116405251,0.447475339820195,0.4888408331005731,0.3448193535770643
yolo6l-d6w5_160,0.5434558229383948,0.3010759639093573,0.3196625900983328,0.2156992768009322
yolo6l-d6w5_192,0.5728278543809479,0.3428734237480667,0.3708647082358498,0.2539199976860333
yolo6l-d6w5_224,0.6117507804789509,0.3817764653355188,0.4142838044497562,0.2876607857996549
yolo6l-d6w5_256,0.6137567354767205,0.4104098719556999,0.4477577552420027,0.31264933731753
yolo6l-d6w5_288,0.649218118948704,0.4392157213797937,0.4786455914417377,0.3374933243580588
yolo6l-d6w5_320,0.6356179109499414,0.4705071312377828,0.5023105390789555,0.3563143557269214
yolo6l-d6w5_352,0.6727179340676102,0.4732588117274744,0.5191652993593123,0.3719012115341239
yolo6l-d6w5_384,0.6791472444969406,0.4913712871284327,0.5389991079513712,0.3884372505845333
yolo6l-d6w5_416,0.6822061587785164,0.5065506456300769,0.5562266811865794,0.4026094509692639
