model_name,nano_gpu_latency,openvino_latency,vim3_latency,raspi4_tflite_latency,orange_pi_latency,a40_trt_latency
yolo3d1w25_160,0.0222619557380675,0.0025207630793253,0.011241,0.0445033333333333,0.0172191666666666,0.0012119555473327
yolo3d1w25_192,0.0263645088672637,0.0031440496444701,0.0144893333333333,0.06141,0.0244800799999999,0.0012251424789428
yolo3d1w25_224,0.0292337226867675,0.0039239867528279,0.018624,0.0819433333333333,0.0297151533333333,0.0012521147727966
yolo3d1w25_256,0.0330938919385273,0.0047668313980102,0.0242236666666666,0.0998666666666666,0.0310531333333333,0.0012831854820251
yolo3d1w25_288,0.0470762165387471,0.0056349782148996,0.0321,0.12843,0.0388120633333333,0.0013606905937194
yolo3d1w25_320,0.0536365878582,0.0067240317662556,0.0404166666666666,0.1673133333333333,0.0398106333333333,0.0014144372940063
yolo3d1w25_352,0.0613036274909972,0.0075853558381398,0.0510843333333333,0.20052,0.0469250866666666,0.0014255762100219
yolo3d1w25_384,0.0678705855210621,0.010598128636678,0.0574516666666666,0.2398866666666666,0.05385485,0.0014957213401794
yolo3d1w25_416,0.0808693091074625,0.010617777109146,0.0674016666666666,0.2806633333333333,0.0578603166666666,0.0015740156173706
yolo3d1w25_448,0.0907123812039692,0.0115778585275014,0.077239,0.3336333333333334,0.0588674066666666,0.001656584739685
yolo3d1w25_480,0.1027054782708485,0.0131076276302337,0.0850176666666666,0.3898433333333333,0.0671238966666666,0.0017366194725036
yolo3d1w5_160,0.0467270851135253,0.0068796090284983,0.023434,0.1926466666666666,0.0258304233333333,0.0017381143569946
yolo3d1w5_192,0.0578193298975626,0.00860214193662,0.0313053333333333,0.2628466666666667,0.0332153633333332,0.001776213645935
yolo3d1w5_224,0.069667721192042,0.0110026947657267,0.040415,0.3682166666666666,0.0429753599999999,0.0018695020675659
yolo3d1w5_256,0.076470384200414,0.0135770368576049,0.052076,0.3866066666666667,0.0486354933333333,0.0018890595436096
yolo3d1w5_288,0.1084005022048949,0.0160590811570485,0.072295,0.4938933333333333,0.0579161533333332,0.0020022916793823
yolo3d1w5_320,0.122492640018463,0.019327026605606,0.0917366666666666,0.6003599999999999,0.0645571033333333,0.0021055793762207
yolo3d1w5_352,0.1383721550305684,0.0227987205982208,0.1111716666666666,0.72506,0.0781919066666666,0.0022027087211608
yolo3d1w5_384,0.1520987017949422,0.0264409871896107,0.1214863333333333,0.8611766666666667,0.0875785466666666,0.00228679895401
yolo3d1w5_416,0.1869676689306894,0.0306375781695047,0.1420953333333333,1.0280833333333332,0.1007526466666666,0.0025938367843627
yolo3d1w5_448,0.2011905356248219,0.034625599781672,0.1674599999999999,1.2042866666666665,0.1152008233333333,0.0027536392211914
yolo3d1w5_480,0.2245283011595407,0.0392134110132852,0.1948096666666666,1.3851933333333333,0.1297309999999999,0.002932744026184
yolo3d1w75_160,0.0843962510426838,0.013544244368871,0.0398423333333333,0.45949,0.0393972733333333,0.0022680759429931
yolo3d1w75_192,0.1061069663365681,0.0170646289984384,0.0527866666666666,0.6359866666666667,0.0469912766666666,0.0023172545433044
yolo3d1w75_224,0.1279171117146809,0.0218204283714294,0.0671906666666666,0.8736566666666666,0.0587405966666666,0.0024339818954467
yolo3d1w75_256,0.1396159811814625,0.0273546501000721,0.084282,0.9029433333333332,0.0662399166666666,0.0025349855422973
yolo3d1w75_288,0.2058749771118163,0.0324707102775573,0.1231979999999999,1.1550433333333332,0.0802273166666666,0.0028753066062927
yolo3d1w75_320,0.2336194066206613,0.0393939320246378,0.1425463333333333,1.4409066666666668,0.0958807933333333,0.0030393528938293
yolo3d1w75_352,0.2600041262308756,0.0463269360860187,0.1659136666666666,1.7610666666666666,0.1147429,0.0033306884765625
yolo3d1w75_384,0.2840756626923879,0.0539015090465545,0.1893646666666667,2.0909566666666666,0.1304518833333333,0.003388032913208
yolo3d1w75_416,0.3461512966950734,0.0646643718083699,0.2287756666666666,2.4497566666666666,0.1527940266666666,0.0038351988792419
yolo3d1w75_448,0.3692186419169108,0.0745237843195597,0.2540023333333333,2.821236666666667,0.1709950533333333,0.0042184782028198
yolo3d1w75_480,0.4089714701970418,0.0856085320313771,0.3034526666666666,3.257303333333333,0.1958281966666666,0.004381411075592
yolo3d33w1_160,0.087497622569402,0.0144725426038105,0.042859,0.57485,0.0343306466666666,0.0019826960563659
yolo3d33w1_192,0.1130472171306609,0.0183874674638112,0.052173,0.7844199999999999,0.04293673,0.0020360922813415
yolo3d33w1_224,0.1318171656131744,0.0236808494726816,0.068019,1.0964133333333337,0.0576618333333333,0.0021649074554443
yolo3d33w1_256,0.144781992038091,0.0298980434735615,0.080101,1.1286466666666666,0.0695163999999999,0.0022577333450317
yolo3d33w1_288,0.2159503356615701,0.0358140393098194,0.113842,1.4393166666666666,0.0837860066666666,0.0026859354972839
yolo3d33w1_320,0.2454429304599762,0.0436020735899606,0.1343846666666666,1.7668166666666665,0.1041976166666666,0.0028167581558227
yolo3d33w1_352,0.271472829580307,0.051556171576182,0.169038,2.1454733333333333,0.1217918866666666,0.0030828094482421
yolo3d33w1_384,0.332182320356369,0.0605084554354349,0.187405,2.5551666666666666,0.13626974,0.003153531551361
yolo3d33w1_416,0.4025642498334248,0.0730541348457335,0.2220903333333333,3.0008166666666667,0.1704752499999999,0.0036741209030151
yolo3d33w1_448,0.427312071720759,0.1008276383082071,0.2642683333333333,3.43544,0.1917756333333333,0.0036800575256347
yolo3d33w1_480,0.4709658626715341,0.0984146432081857,0.2826283333333333,3.9582,0.2143984199999999,0.0040734386444091
yolo3d33w75_160,0.0574531392256418,0.0090685268243153,0.026341,0.3072366666666666,0.0273081566666666,0.0016007709503173
yolo3d33w75_192,0.0723153277238209,0.0114444402853647,0.0345046666666666,0.4219266666666666,0.0349600433333333,0.0016225337982177
yolo3d33w75_224,0.0875852318604786,0.0147458148002624,0.0438973333333333,0.58451,0.04159699,0.0017218255996704
yolo3d33w75_256,0.0960602303345997,0.018288923104604,0.056038,0.5995633333333333,0.0527172766666666,0.0018053698539733
yolo3d33w75_288,0.1400674490133921,0.021882961988449,0.0777066666666666,0.7657400000000001,0.05891794,0.0020119023323059
yolo3d33w75_320,0.1608373816808064,0.0266656839847564,0.0897056666666666,0.9429466666666668,0.0714820266666666,0.0021679544448852
yolo3d33w75_352,0.1802847560246785,0.031465363105138,0.1098033333333333,1.1678866666666667,0.0857597066666666,0.0023037791252136
yolo3d33w75_384,0.1997659210364023,0.0365542757511138,0.1353143333333333,1.3784833333333333,0.0972188333333333,0.0024256324768066
yolo3d33w75_416,0.2435952150821685,0.0430746285120645,0.1496856666666666,1.6217233333333334,0.1155226133333333,0.0027282643318176
yolo3d33w75_448,0.2607617870966592,0.0496027592817941,0.179175,1.8666366666666667,0.1312906666666665,0.0029752826690673
yolo3d33w75_480,0.2902038236459096,0.0563496943314869,0.1928006666666667,2.1399700000000004,0.1492568166666666,0.0031162762641906
yolo3d67w1_160,0.1055520808696746,0.0179267946879068,0.050601,0.7084999999999999,0.04321085,0.0023696780204772
yolo3d67w1_192,0.1382391309738159,0.0224068534374236,0.0637506666666666,0.9605433333333332,0.0520634766666666,0.0024479222297668
yolo3d67w1_224,0.1593776357173918,0.0288428378105163,0.0846239999999999,1.3663866666666664,0.06311182,0.0025762152671813
yolo3d67w1_256,0.1735469738642374,0.0363752162456512,0.0975026666666666,1.3754933333333332,0.07469466,0.0026887869834899
yolo3d67w1_288,0.2592685218652089,0.0531469619274138,0.1359793333333333,1.7540966666666666,0.09127479,0.0032436823844909
yolo3d67w1_320,0.2928062625726064,0.064070652325948,0.167937,2.137466666666666,0.1156822066666666,0.0033783221244812
yolo3d67w1_352,0.3237149306138356,0.0629121875762939,0.194808,2.5724066666666663,0.1378203999999999,0.0036703205108642
yolo3d67w1_384,0.3984146420160929,0.0727351943651834,0.2273853333333333,3.111356666666667,0.15732557,0.0037252855300903
yolo3d67w1_416,0.4843817524115244,0.0870438440640766,0.2608323333333333,3.683673333333333,0.1892973466666666,0.0043613123893737
yolo3d67w1_448,0.5117486902077993,0.1046570634841918,0.313807,4.189863333333333,0.2158812666666666,0.0043083572387695
yolo3d67w1_480,0.5602788666884104,0.1240088764826456,0.3501256666666667,4.85585,0.24425787,0.0047726392745971
yolo3d67w25_160,0.0189341461658477,0.0020402665932972,0.0091886666666666,0.03751,0.01618501,0.0010049629211425
yolo3d67w25_192,0.0221409058570861,0.0025268761316934,0.012308,0.0512766666666666,0.0218432166666666,0.0010306310653686
yolo3d67w25_224,0.0248323694864908,0.0032159694035847,0.015869,0.0708,0.02457905,0.0010482931137084
