model_name,precision,recall,mAP_0.5,mAP_0.5:0.95,pi4_ort_latency,nano_gpu_latency,ov_latency,vim3_latency,pi4_tflite_fp32_latency,pi4_tflite_int8_latency
yolo3d1w5_480,0.80425,0.74334,0.81622,0.61181,1.3577581389745077,0.2245283011595407,0.0392134110132852,0.1948096666666666,1.3851933333333333,0.6967166666666667
yolo3d1w75_160,0.73565,0.6032,0.67152,0.46291,0.320528331597646,0.0843962510426838,0.013544244368871,0.0398423333333333,0.45949,0.1511833333333333
yolo3d1w75_192,0.77039,0.62973,0.71762,0.50828,0.4373656547069549,0.1061069663365681,0.0170646289984384,0.0527866666666666,0.6359866666666667,0.2109066666666666
yolo3d1w75_224,0.77606,0.68248,0.75448,0.54592,0.6202572874228159,0.1279171117146809,0.0218204283714294,0.0671906666666666,0.8736566666666666,0.29064
yolo3d1w75_256,0.77571,0.7083,0.77499,0.5639,0.7501046784718831,0.1396159811814625,0.0273546501000721,0.084282,0.9029433333333332,0.3633466666666666
yolo3d1w75_288,0.78813,0.71515,0.7882,0.58124,0.999181056022644,0.2058749771118163,0.0324707102775573,0.1231979999999999,1.1550433333333332,0.4635599999999999
yolo3d1w75_320,0.81015,0.72041,0.80124,0.59394,1.1955260034402213,0.2336194066206613,0.0393939320246378,0.1425463333333333,1.4409066666666668,0.5754433333333333
yolo3d1w75_352,0.81658,0.72731,0.80844,0.60366,1.4402514763673149,0.2600041262308756,0.0463269360860187,0.1659136666666666,1.7610666666666666,0.70397
yolo3d1w75_384,0.79774,0.75221,0.81526,0.61138,1.6850235744317372,0.2840756626923879,0.0539015090465545,0.1893646666666667,2.0909566666666666,0.8251466666666666
yolo3d1w75_416,0.80301,0.75145,0.821,0.61794,2.020218725999196,0.3461512966950734,0.0646643718083699,0.2287756666666666,2.4497566666666666,0.9651666666666666
yolo3d1w75_448,0.82114,0.74634,0.8238,0.6238,2.364940399726232,0.3692186419169108,0.0745237843195597,0.2540023333333333,2.821236666666667,1.0990300000000002
yolo3d1w75_480,0.81996,0.74216,0.82747,0.63022,2.738872811794281,0.4089714701970418,0.0856085320313771,0.3034526666666666,3.257303333333333,1.25865
yolo3d33w1_160,0.72509,0.60972,0.67561,0.46452,0.3740533570448557,0.087497622569402,0.0144725426038105,0.042859,0.57485,0.16602
yolo3d33w1_192,0.77077,0.65338,0.72978,0.51657,0.487365284760793,0.1130472171306609,0.0183874674638112,0.052173,0.7844199999999999,0.2320233333333333
yolo3d33w1_224,0.76908,0.69132,0.75924,0.54169,0.7069361531734466,0.1318171656131744,0.0236808494726816,0.068019,1.0964133333333337,0.3134166666666667
yolo3d33w1_256,0.7978,0.69794,0.77639,0.56009,0.8598371410369873,0.144781992038091,0.0298980434735615,0.080101,1.1286466666666666,0.40453
yolo3d33w1_288,0.79814,0.71743,0.79214,0.57911,1.1407174177964527,0.2159503356615701,0.0358140393098194,0.113842,1.4393166666666666,0.5116766666666667
yolo3d33w1_320,0.80778,0.72219,0.80218,0.59225,1.3354476356506346,0.2454429304599762,0.0436020735899606,0.1343846666666666,1.7668166666666665,0.6225866666666667
yolo3d33w1_352,0.80769,0.73438,0.80702,0.59745,1.6519109253088633,0.271472829580307,0.051556171576182,0.169038,2.1454733333333333,0.7538633333333333
yolo3d33w1_384,0.81459,0.73798,0.81375,0.60336,1.8868251693248748,0.332182320356369,0.0605084554354349,0.187405,2.5551666666666666,0.8817266666666667
yolo3d33w1_416,0.8047,0.74913,0.82044,0.61204,2.254794601599376,0.4025642498334248,0.0730541348457335,0.2220903333333333,3.0008166666666667,1.0509466666666667
yolo3d33w1_448,0.79943,0.75783,0.82094,0.61506,2.638864775498708,0.427312071720759,0.1008276383082071,0.2642683333333333,3.43544,1.2070966666666667
yolo3d33w1_480,0.81048,0.7481,0.82068,0.61632,3.0693879850705468,0.4709658626715341,0.0984146432081857,0.2826283333333333,3.9582,1.38478
yolo3d33w75_160,0.73481,0.5759,0.65239,0.4424,0.2169874576727549,0.0574531392256418,0.0090685268243153,0.026341,0.3072366666666666,0.1049166666666666
yolo3d33w75_192,0.74456,0.64035,0.70556,0.49372,0.304409362077713,0.0723153277238209,0.0114444402853647,0.0345046666666666,0.4219266666666666,0.1425199999999999
yolo3d33w75_224,0.75984,0.66775,0.74279,0.52415,0.4138352278868357,0.0875852318604786,0.0147458148002624,0.0438973333333333,0.58451,0.1977666666666666
yolo3d33w75_256,0.77427,0.68074,0.75757,0.53951,0.4977340567111969,0.0960602303345997,0.018288923104604,0.056038,0.5995633333333333,0.2537166666666666
yolo3d33w75_288,0.78944,0.68844,0.77163,0.55748,0.6571062358220418,0.1400674490133921,0.021882961988449,0.0777066666666666,0.7657400000000001,0.31429
yolo3d33w75_320,0.79018,0.70766,0.7832,0.57044,0.7807855423291524,0.1608373816808064,0.0266656839847564,0.0897056666666666,0.9429466666666668,0.3955533333333333
yolo3d33w75_352,0.79207,0.71828,0.79413,0.58153,0.9461050589879352,0.1802847560246785,0.031465363105138,0.1098033333333333,1.1678866666666667,0.4841833333333333
yolo3d33w75_384,0.79804,0.72479,0.79993,0.58937,1.127568841377894,0.1997659210364023,0.0365542757511138,0.1353143333333333,1.3784833333333333,0.55841
yolo3d33w75_416,0.80224,0.73249,0.80825,0.59804,1.3495949153105418,0.2435952150821685,0.0430746285120645,0.1496856666666666,1.6217233333333334,0.6594166666666667
yolo3d33w75_448,0.80074,0.74118,0.81437,0.60568,1.5804186618328095,0.2607617870966592,0.0496027592817941,0.179175,1.8666366666666667,0.7540366666666666
yolo3d33w75_480,0.79918,0.74249,0.81451,0.60524,1.8317176409562428,0.2902038236459096,0.0563496943314869,0.1928006666666667,2.1399700000000004,0.8628233333333334
yolo3d67w1_160,0.74964,0.61183,0.68299,0.47168,0.4644303492705027,0.1055520808696746,0.0179267946879068,0.050601,0.7084999999999999,0.1974366666666666
yolo3d67w1_192,0.76734,0.65827,0.73329,0.52145,0.5923266355196635,0.1382391309738159,0.0224068534374236,0.0637506666666666,0.9605433333333332,0.27333
yolo3d67w1_224,0.78071,0.69141,0.76332,0.55279,0.8103870622316997,0.1593776357173918,0.0288428378105163,0.0846239999999999,1.3663866666666664,0.37209
yolo3d67w1_256,0.79768,0.7012,0.78108,0.56912,1.01098548134168,0.1735469738642374,0.0363752162456512,0.0975026666666666,1.3754933333333332,0.4789433333333333
yolo3d67w1_288,0.80325,0.72229,0.79832,0.58605,1.3418640653292335,0.2592685218652089,0.0531469619274138,0.1359793333333333,1.7540966666666666,0.6099899999999999
yolo3d67w1_320,0.81193,0.73299,0.80595,0.597,1.6115163385868072,0.2928062625726064,0.064070652325948,0.167937,2.137466666666666,0.7407
yolo3d67w1_352,0.80613,0.74199,0.81045,0.60563,1.9651381429036456,0.3237149306138356,0.0629121875762939,0.194808,2.5724066666666663,0.8941066666666666
yolo3d67w1_384,0.80237,0.75172,0.81796,0.61433,2.276034990946452,0.3984146420160929,0.0727351943651834,0.2273853333333333,3.111356666666667,1.0421766666666663
yolo3d67w1_416,0.79972,0.76299,0.82332,0.62185,2.7389709198474885,0.4843817524115244,0.0870438440640766,0.2608323333333333,3.683673333333333,1.24567
yolo3d67w1_448,0.81033,0.7674,0.83006,0.62804,3.199085623025894,0.5117486902077993,0.1046570634841918,0.313807,4.189863333333333,1.44367
yolo3d67w1_480,0.81575,0.75956,0.83048,0.63001,3.691890114148458,0.5602788666884104,0.1240088764826456,0.3501256666666667,4.85585,1.6497633333333337
yolo3d67w25_160,0.59159,0.45893,0.50075,0.31911,0.0454693154493967,0.0189341461658477,0.0020402665932972,0.0091886666666666,0.03751,0.0249966666666666
yolo3d67w25_192,0.65617,0.53056,0.58325,0.38514,0.0612220772107441,0.0221409058570861,0.0025268761316934,0.012308,0.0512766666666666,0.0347466666666666
yolo3d67w25_224,0.69831,0.55169,0.62341,0.41568,0.0821164361635843,0.0248323694864908,0.0032159694035847,0.015869,0.0708,0.0469366666666666
yolo3d67w25_256,0.69717,0.58061,0.65259,0.43931,0.0979918805758158,0.0282248767217,0.0039387615521748,0.02047,0.0844066666666666,0.06213
yolo3d67w25_288,0.69605,0.60309,0.66783,0.45639,0.1339939812819162,0.039945108493169,0.0045545597871144,0.0270383333333333,0.10903,0.07928
yolo3d67w25_320,0.72739,0.61463,0.69075,0.47757,0.1626394168535867,0.0458213214079538,0.0054515373706817,0.030081,0.1338833333333333,0.0981333333333333
yolo3d67w25_352,0.72131,0.62562,0.69741,0.48876,0.1886700824896494,0.0518825443585712,0.0064458048343658,0.041031,0.1646433333333333,0.1199433333333333
yolo3d67w25_384,0.74641,0.63547,0.71332,0.50652,0.2246389337380726,0.058093127409617,0.0072996008396148,0.0429386666666666,0.1959033333333333,0.1425466666666666
yolo3d67w25_416,0.73771,0.66343,0.73208,0.52097,0.2727861924966175,0.0685739115873972,0.0084919842084248,0.050335,0.2298066666666667,0.1714833333333333
yolo3d67w25_448,0.77561,0.65342,0.74366,0.53193,0.3146393358707427,0.0768529109160104,0.0114593370755513,0.0612423333333333,0.2726733333333333,0.1965
yolo3d67w25_480,0.76391,0.67222,0.74984,0.53788,0.37115327835083,0.0869071698188781,0.0108310258388518,0.071259,0.3142566666666667,0.2280766666666666
yolo3d67w5_160,0.67333,0.55097,0.60972,0.40634,0.1395835852622985,0.0388211290041605,0.0056762695312499,0.0185753333333333,0.1620866666666666,0.0646866666666666
yolo3d67w5_192,0.72204,0.60719,0.67905,0.46901,0.1779411454995473,0.047922435204188,0.0070261593659718,0.0261746666666666,0.2188,0.0900699999999999
yolo3d67w5_224,0.74125,0.62969,0.70531,0.49166,0.2398956720034281,0.0574143171310424,0.0089202864964802,0.0319173333333333,0.3103633333333333,0.1237233333333333
yolo3d67w5_256,0.74779,0.67283,0.7388,0.52217,0.3007890594005584,0.0629800883928934,0.011028827826182,0.0408236666666666,0.3056266666666666,0.1607533333333333
yolo3d67w5_288,0.76613,0.67576,0.75212,0.54038,0.3983847781022389,0.0893042469024657,0.0130529375871022,0.0563553333333333,0.4039533333333334,0.2032333333333333
yolo3d67w5_320,0.77859,0.6814,0.76017,0.54885,0.4826094539960225,0.1015309993426004,0.0156870861848195,0.067534,0.4893133333333333,0.2491766666666666
yolo3d67w5_352,0.77652,0.70924,0.78079,0.5674,0.5786442557970682,0.1138634578386942,0.0185082109769185,0.0881626666666666,0.5882933333333333,0.3061466666666666
yolo3d67w5_384,0.78177,0.71105,0.78423,0.57426,0.6741210560003917,0.1263642863432565,0.0212868511676787,0.094725,0.7052866666666667,0.3585566666666666
yolo3d67w5_416,0.79074,0.71284,0.79169,0.58214,0.7945339850584666,0.1540076450506845,0.0251221243540445,0.1181463333333333,0.8264133333333333,0.4240466666666667
yolo3d67w5_448,0.79045,0.72676,0.8002,0.59267,0.9436283326148986,0.1666717739899953,0.0283654352029164,0.1241586666666666,0.96312,0.4885466666666667
yolo3d67w5_480,0.81257,0.71872,0.80842,0.59917,1.0787776231765749,0.1858790898323058,0.0321733637650807,0.143032,1.10888,0.56187
yolo3l_160,0.74095,0.63814,0.69765,0.48669,0.5670178059736887,0.1306931813557942,0.0218806417783101,0.06455,0.8726333333333334,0.2461099999999999
yolo3l_192,0.77178,0.66275,0.73666,0.52652,0.7426119836171469,0.1686144415537516,0.0278924576441446,0.080811,1.1935433333333334,0.3418633333333333
yolo3l_224,0.80273,0.69325,0.7758,0.56481,1.0223777639865874,0.1947200330098469,0.0358014460404713,0.1046926666666666,1.66047,0.4646633333333334
yolo3l_256,0.78687,0.72851,0.79167,0.58437,1.2812922732035317,0.2111972669760386,0.0452231653531391,0.1225853333333333,1.738743333333333,0.6034666666666667
yolo3l_288,0.81499,0.73521,0.8097,0.59961,1.6970439767837524,0.3165568264325459,0.0536991500854492,0.1823536666666666,2.193823333333333,0.7669633333333333
yolo3l_320,0.81548,0.73884,0.81311,0.60907,2.0345187215010325,0.3594863013426462,0.0656414163112639,0.201367,2.6647800000000004,0.9288233333333332
yolo3l_352,0.80813,0.7506,0.82313,0.62002,2.5067024119695027,0.3976337202390034,0.0782777635256449,0.255705,3.2548833333333334,1.1259866666666667
yolo3l_384,0.81942,0.7501,0.82582,0.62572,2.8371325723330183,0.4886992303530375,0.1075303574403126,0.288038,3.8892366666666662,1.31509
yolo3l_416,0.81731,0.75872,0.82991,0.63069,3.376327632665634,0.5982058767477672,0.1174672043323516,0.343782,4.583379999999999,1.5627399999999998
yolo3l_448,0.81317,0.76524,0.83485,0.63805,3.970873005787531,0.626818826198578,0.1375132942199707,0.378309,5.243659999999999,1.8152
yolo3l_480,0.8379,0.74641,0.83585,0.64153,4.638157470623653,0.6898367659250896,0.159386039574941,0.4244736666666666,6.06806,2.0749166666666663
yolo3m_160,0.71378,0.58931,0.65362,0.44636,0.255909575621287,0.0689143554369608,0.0109466842810312,0.031629,0.3873366666666666,0.1237933333333333
yolo3m_192,0.7536,0.63079,0.70789,0.49854,0.3555405433972676,0.0872413158416747,0.0137760917345682,0.0412713333333333,0.5216966666666667,0.1705166666666666
yolo3m_224,0.76783,0.67169,0.74195,0.52985,0.4840839080015818,0.1047519135475158,0.0176685349146525,0.055512,0.7315633333333333,0.23384
yolo3m_256,0.7624,0.6943,0.76217,0.54867,0.6016939576466879,0.1145346331596374,0.0220513637860615,0.0657893333333333,0.7127233333333334,0.29476
yolo3m_288,0.79022,0.7008,0.78175,0.56995,0.8045034662882488,0.1685590664545694,0.0263042378425597,0.0920733333333333,0.94665,0.36889
yolo3m_320,0.79274,0.71716,0.79113,0.58199,0.955447827577591,0.192442242304484,0.0318968002001444,0.1061606666666666,1.1660366666666668,0.4698433333333334
yolo3m_352,0.79887,0.7288,0.80118,0.59291,1.139542673031489,0.2129430711269378,0.0375954214731851,0.136849,1.4148066666666663,0.5664966666666666
yolo3m_384,0.79709,0.74278,0.8087,0.6014,1.347805458307266,0.2341122039159139,0.0436954716841379,0.148614,1.664656666666667,0.6505166666666666
yolo3m_416,0.79925,0.74085,0.81018,0.60545,1.5952523521582285,0.2858687583605449,0.0514795271555582,0.1889289999999999,1.96173,0.7753033333333333
yolo3m_448,0.79721,0.75155,0.82055,0.61635,1.851072824001312,0.3039355711142221,0.0597265775998433,0.208168,2.270896666666667,0.8812366666666667
yolo3m_480,0.80577,0.75016,0.82066,0.61883,2.182051415840785,0.3371420367558797,0.0668758646647135,0.2259426666666666,2.6192066666666665,1.0725966666666666
yolo3n_160,0.57712,0.4657,0.49264,0.30819,0.0389800186951954,0.0162782390912373,0.0016511817773182,0.007967,0.03153,0.0219766666666666
yolo3n_192,0.62959,0.51416,0.56194,0.36451,0.0520152568817138,0.0191729708512623,0.0020789452393849,0.010729,0.0434299999999999,0.03077
yolo3n_224,0.66197,0.54902,0.61047,0.40311,0.071634870370229,0.0220433537165323,0.002626806894938,0.0128233333333333,0.0589533333333333,0.0419499999999999
yolo3n_256,0.68179,0.56939,0.63562,0.42361,0.0865291341145833,0.0251525151729583,0.0032146084308623,0.01664,0.0725433333333333,0.0552433333333333
yolo3n_288,0.70113,0.58033,0.64948,0.43773,0.1160607747236887,0.0354841037591298,0.0038694751262664,0.0247056666666666,0.0947166666666666,0.0711066666666666
yolo3n_320,0.71314,0.59869,0.67234,0.45802,0.1393672891457875,0.040623968442281,0.0046393028895059,0.0280096666666666,0.11453,0.0877866666666666
yolo3n_352,0.72227,0.613,0.68804,0.47251,0.1713679083188374,0.046330044666926,0.0054591206709543,0.036207,0.1390966666666666,0.10796
yolo3n_384,0.73166,0.62513,0.70285,0.49142,0.1968533507982889,0.0512650374571482,0.0062640372912088,0.0401176666666666,0.1735166666666666,0.1267866666666667
yolo3n_416,0.74097,0.64014,0.71911,0.50774,0.2390030352274576,0.0610733652114867,0.0076355222860971,0.0435293333333333,0.2020133333333333,0.1515933333333333
yolo3n_448,0.75546,0.64586,0.73013,0.51382,0.2751733128229777,0.0686830619970957,0.008276521762212,0.0536776666666666,0.2353066666666666,0.1773533333333333
yolo3n_480,0.74613,0.65661,0.73495,0.51641,0.307933368285497,0.0777641987800597,0.009351881345113,0.062704,0.2669433333333333,0.2015533333333333
yolo3s_160,0.68025,0.53707,0.59867,0.3958,0.1150467876593271,0.033006563981374,0.0046714484691619,0.015635,0.1289666666666666,0.0556366666666666
yolo3s_192,0.72073,0.59735,0.66532,0.45745,0.1504009695847828,0.0407456322511036,0.005891751050949,0.0219826666666666,0.1829233333333333,0.07801
yolo3s_224,0.75876,0.61501,0.69956,0.48431,0.2081316538651784,0.0486008580525715,0.007464081843694,0.0273709999999999,0.25142,0.10784
yolo3s_256,0.75115,0.64472,0.72314,0.50665,0.2459961779912312,0.0538399521509805,0.0092711699008941,0.037827,0.2578033333333333,0.13858
yolo3s_288,0.76379,0.67055,0.74616,0.52871,0.3292578180631001,0.0755860610802968,0.0110056213537851,0.0476493333333333,0.32805,0.1745833333333333
yolo3s_320,0.7728,0.6719,0.75519,0.54138,0.3980452175935109,0.086056351661682,0.0131937630971272,0.0574616666666666,0.4071533333333333,0.2179433333333333
yolo3s_352,0.75771,0.70037,0.7667,0.55189,0.4953321385383606,0.0967566792170206,0.019122956196467,0.0758596666666666,0.48704,0.2614866666666666
yolo3s_384,0.77852,0.70235,0.77673,0.56204,0.5706568058331808,0.1082984681924184,0.0178951525688171,0.0807966666666666,0.5697366666666667,0.3096533333333333
yolo3s_416,0.78635,0.70394,0.7862,0.57457,0.68238272190094,0.1332688963413238,0.021297134955724,0.1023626666666666,0.6857433333333334,0.3646666666666666
yolo3s_448,0.76715,0.72121,0.78899,0.57973,0.792277284860611,0.1436726963520049,0.0239830120404561,0.1059276666666666,0.8145066666666666,0.4252133333333334
yolo3s_480,0.80084,0.70572,0.79353,0.58346,0.9288369317849478,0.1614089504877725,0.0271533342202504,0.1229353333333333,0.9192533333333331,0.48445
yolo4d1w25_160,0.55934,0.43682,0.46549,0.29225,0.0500699198246001,0.0294407200813292,0.002864441871643,0.016252,0.0360999999999999,0.02887
yolo4d1w25_192,0.63455,0.49377,0.55133,0.36283,0.0696897089481353,0.0312631734212239,0.0032513014475504,0.0204463333333333,0.0504699999999999,0.0401733333333333
yolo4d1w25_224,0.66289,0.5262,0.59375,0.39896,0.0913486138979593,0.0320662140846252,0.0039593291282653,0.0256596666666666,0.0682433333333333,0.05437
yolo4d1w25_256,0.67449,0.55869,0.62568,0.42483,0.1093272352218627,0.0359675971666971,0.0046174573898315,0.0327346666666666,0.0861933333333333,0.07161
yolo4d1w25_288,0.6898,0.59447,0.65681,0.44832,0.1432393423716226,0.0496052618821461,0.0056041105588276,0.0443869999999999,0.1139266666666666,0.0912133333333333
yolo4d1w25_320,0.72251,0.60461,0.68388,0.47361,0.1773273348808288,0.0556539432207743,0.0063449398676554,0.0542616666666666,0.1390733333333333,0.1133466666666666
yolo4d1w25_352,0.72394,0.62151,0.69704,0.48758,0.2213466370105743,0.0651383511225382,0.0074692952632903,0.064286,0.1713166666666666,0.13957
yolo4d1w25_384,0.73836,0.64435,0.71952,0.51798,0.2624997174739837,0.0716371456782022,0.0083650056521097,0.0750323333333333,0.20553,0.16681
yolo4d1w25_416,0.76079,0.65546,0.73922,0.53719,0.3054221109549204,0.0866077788670857,0.0098197627067565,0.0832673333333333,0.2498566666666667,0.1980599999999999
yolo4d1w25_448,0.75347,0.67057,0.75063,0.54701,0.3659158734480539,0.0950548414389292,0.01084796945254,0.095304,0.2903666666666666,0.2292166666666667
yolo4d1w25_480,0.7652,0.66574,0.7539,0.55072,0.4093187193075815,0.1068845498561858,0.0122900998592376,0.112136,0.3450366666666666,0.26859
yolo4d1w5_160,0.66684,0.51807,0.58524,0.39007,0.1525625423590342,0.0471994431813557,0.0068088424205779,0.03046,0.1562066666666667,0.0715433333333333
yolo4d1w5_192,0.69604,0.58786,0.65513,0.4533,0.1981386756896972,0.0587350734074909,0.0081592814127603,0.0381553333333333,0.2147566666666666,0.1006866666666666
yolo4d1w5_224,0.72219,0.63094,0.69685,0.4927,0.2633606847127278,0.0693344620863596,0.0101131796836852,0.0506686666666666,0.30358,0.1385033333333333
yolo4d1w5_256,0.74297,0.64434,0.72052,0.51461,0.3168338282903035,0.076953035990397,0.0122999385992685,0.064612,0.3089533333333333,0.1819
yolo4d1w5_288,0.75185,0.66251,0.73967,0.53621,0.4190419316291808,0.1119486061731973,0.0145797236760457,0.090747,0.3959533333333334,0.23094
yolo4d1w5_320,0.76682,0.66788,0.75405,0.54375,0.5147939638296762,0.1262264176209767,0.017075795729955,0.112966,0.4976233333333333,0.2861366666666666
yolo4d1w5_352,0.78698,0.67759,0.76705,0.56017,0.6285757835706075,0.1415583022435506,0.0199425470829009,0.1280716666666666,0.5931666666666666,0.3460033333333333
yolo4d1w5_384,0.79513,0.70676,0.79107,0.59078,0.7295398692289988,0.1586724797884622,0.0231705816586811,0.1465526666666666,0.7125166666666667,0.4114166666666666
yolo4d1w5_416,0.80099,0.71747,0.79956,0.59911,0.868964862426122,0.1920911904176075,0.0267312729358672,0.179458,0.8475999999999999,0.4771166666666667
yolo4d1w5_448,0.79299,0.74194,0.81142,0.61291,1.0220295917987825,0.2092390429973602,0.0303811593850453,0.2013446666666666,0.9958166666666668,0.56542
yolo4d1w5_480,0.79231,0.72864,0.80895,0.61067,1.1871051303545634,0.2354116972287495,0.0344997696081796,0.2294716666666666,1.1526466666666666,0.6448233333333334
yolo4d1w75_160,0.69483,0.57583,0.6425,0.43633,0.2873009534676869,0.0838834981123606,0.0127849781513213,0.0446053333333333,0.37057,0.13736
yolo4d1w75_192,0.74858,0.61982,0.70183,0.50013,0.3711159364382426,0.1059355457623799,0.0158060161272684,0.058965,0.51405,0.1870733333333333
yolo4d1w75_224,0.75736,0.66375,0.73957,0.53603,0.5335992137591045,0.1245938392480213,0.0201524718602497,0.0770213333333333,0.7218066666666667,0.26355
yolo4d1w75_256,0.77169,0.67708,0.75712,0.55142,0.6312917117277781,0.1353975665569304,0.0268830430507659,0.0974663333333333,0.7227066666666667,0.33596
yolo4d1w75_288,0.7864,0.686,0.77329,0.56883,0.8463183923562368,0.19290154616038,0.0289933943748473,0.1401443333333333,0.9266266666666666,0.4265699999999999
yolo4d1w75_320,0.77677,0.70834,0.78471,0.58156,1.0045576079686482,0.226742029984792,0.0347706611951191,0.1627016666666666,1.14726,0.5277933333333333
yolo4d1w75_352,0.79587,0.7259,0.79664,0.59175,1.2163066939512888,0.2547598588466644,0.0405915315945942,0.1941606666666666,1.3986533333333335,0.6358666666666667
yolo4d1w75_384,0.80089,0.73602,0.81362,0.61406,1.4359049193064373,0.2844150070349375,0.0466495255629221,0.22379,1.662626666666667,0.7305566666666667
yolo4d1w75_416,0.79918,0.74766,0.82096,0.62574,1.7171508697668711,0.3440563805898031,0.0549308609962462,0.2708753333333333,1.9593333333333331,0.8847566666666666
yolo4d1w75_448,0.82648,0.74443,0.83235,0.63726,1.993500884771347,0.3746321765581766,0.0627390937010446,0.297166,2.263196666666667,1.0113299999999998
yolo4d1w75_480,0.81965,0.74557,0.83119,0.63875,2.3496095546086626,0.4191465679804483,0.0725092864036559,0.3477016666666666,2.650733333333333,1.1342333333333334
yolo4d33w1_160,0.71839,0.58287,0.65608,0.44829,0.3659000086784362,0.0916165232658385,0.0149288781483967,0.053493,0.5241933333333333,0.165
yolo4d33w1_192,0.74115,0.6451,0.71592,0.50936,0.4689152264595031,0.1219827143351236,0.018764362335205,0.065685,0.71531,0.2308033333333333
yolo4d33w1_224,0.76121,0.67135,0.7483,0.53903,0.6662272560596466,0.1444073025385538,0.0236290498574574,0.092699,1.0119333333333334,0.3137066666666666
yolo4d33w1_256,0.78583,0.68456,0.76497,0.55337,0.8058636538187662,0.1605838739871978,0.0298439526557922,0.1068673333333333,0.9992533333333332,0.4041633333333334
yolo4d33w1_288,0.7708,0.7091,0.78057,0.56625,1.0817272623380023,0.2240317753950754,0.0348286934693653,0.1613326666666666,1.29775,0.5170133333333333
yolo4d33w1_320,0.80317,0.70277,0.793,0.58059,1.2784287003676094,0.2583322314421336,0.0424414197603861,0.1875153333333333,1.60056,0.6212666666666666
yolo4d33w1_352,0.79053,0.72484,0.80064,0.5874,1.5561499861876171,0.2892358938852946,0.049762524763743,0.22207,1.91902,0.7452833333333334
yolo4d33w1_384,0.80688,0.73445,0.8182,0.61532,1.8252117526531215,0.3390317344665527,0.0580962355931599,0.2543543333333333,2.276963333333333,0.8754833333333334
yolo4d33w1_416,0.79889,0.75309,0.82249,0.62281,2.187723805904388,0.4106758240858713,0.0677543032169341,0.302166,2.7019966666666666,1.02798
yolo4d33w1_448,0.81185,0.75469,0.83375,0.63251,2.52951722462972,0.4442914652824402,0.0793185663223266,0.342384,3.09668,1.1918533333333334
yolo4d33w1_480,0.80371,0.76339,0.83292,0.63356,2.919669088522593,0.4977182324727376,0.0942964645226795,0.383519,3.569926666666667,1.363473333333333
yolo4d33w75_160,0.67786,0.55815,0.62149,0.41282,0.2138160506884256,0.0626001608371734,0.0097629793485005,0.0375136666666666,0.2810033333333333,0.1057933333333333
yolo4d33w75_192,0.72354,0.6187,0.68916,0.48416,0.2943039802710214,0.0803809730211893,0.0118452688058216,0.0508456666666666,0.3886266666666667,0.1446733333333333
yolo4d33w75_224,0.73488,0.64022,0.71429,0.50526,0.3985867941379546,0.0960145294666289,0.0149930298328399,0.0636866666666666,0.54575,0.2022533333333333
yolo4d33w75_256,0.77208,0.65881,0.74403,0.53209,0.4770137818654378,0.1061688216527302,0.018348753452301,0.078145,0.5357666666666667,0.25695
yolo4d33w75_288,0.76756,0.67958,0.76018,0.54674,0.6401716987291972,0.1500922242800394,0.0217812307675679,0.1171743333333333,0.70318,0.3228266666666666
yolo4d33w75_320,0.78232,0.68767,0.77191,0.55884,0.7591876180966696,0.1760821096102396,0.0264367504914601,0.1418163333333333,0.8681899999999999,0.4038866666666667
yolo4d33w75_352,0.7878,0.70385,0.79226,0.58547,0.9157920710245768,0.1990171865622202,0.0311558051904042,0.1612103333333333,1.0622133333333337,0.48479
yolo4d33w75_384,0.78119,0.72723,0.80098,0.59583,1.089651001294454,0.2253380306561787,0.0357557082176208,0.185298,1.254473333333333,0.5600999999999999
yolo4d33w75_416,0.80716,0.72846,0.81311,0.60852,1.2987474811077118,0.2726386511325836,0.0417471047242482,0.2262823333333333,1.5043733333333336,0.6738433333333335
yolo4d33w75_448,0.80078,0.7382,0.81725,0.61451,1.5209096856911977,0.2989122052987416,0.0479869425296783,0.2425276666666666,1.7128933333333334,0.7573333333333333
yolo4d33w75_480,0.79374,0.75539,0.82373,0.62068,1.7454443589846294,0.3350995234648386,0.054444670677185,0.274257,1.99952,0.8794866666666666
yolo4d67w1_160,0.7281,0.58851,0.66156,0.45578,0.3955124406019846,0.1021313909689585,0.0165697801113128,0.0565873333333333,0.58372,0.1819866666666666
yolo4d67w1_192,0.75183,0.64712,0.72066,0.51178,0.5357718765735626,0.1364117813110351,0.0207858582337696,0.0726786666666666,0.80897,0.2535966666666666
yolo4d67w1_224,0.77382,0.67568,0.75242,0.54533,0.7396175821622212,0.1606363030274709,0.0262801758448282,0.0973339999999999,1.13504,0.3426
yolo4d67w1_256,0.79193,0.68729,0.77071,0.56014,0.9088291037082672,0.1780934798717498,0.033145945072174,0.1144726666666666,1.1097333333333332,0.44458
yolo4d67w1_288,0.79583,0.69733,0.78385,0.57486,1.203109795252482,0.2478740906715393,0.0388984660307566,0.1709809999999999,1.4319366666666669,0.5725233333333334
yolo4d67w1_320,0.78773,0.72371,0.79798,0.58806,1.4262383711338045,0.2839034299055735,0.0472060044606526,0.1996796666666666,1.7539033333333334,0.6792533333333332
yolo4d67w1_352,0.7871,0.73348,0.80674,0.59686,1.7595884585380552,0.3147171692053476,0.055313289562861,0.2357789999999999,2.1233466666666665,0.8263966666666667
