model_name,precision,recall,mAP_0.5,mAP_0.5:0.95,pi4_ort_latency,nano_gpu_latency,ov_latency,vim3_latency,pi4_tflite_fp32_latency,pi4_tflite_int8_latency
yolo4d67w1_384,0.8048,0.74469,0.82114,0.61617,2.009925916989644,0.3692338677247364,0.0656235492229461,0.270692,2.529903333333333,0.96042
yolo4d67w1_416,0.81747,0.73987,0.8237,0.62209,2.3959126273790994,0.4444188062349956,0.0769345867633819,0.3293496666666666,2.95049,1.1425466666666666
yolo4d67w1_448,0.80922,0.75184,0.83016,0.63004,2.779968987703324,0.4806024769941965,0.0907001701990763,0.3609203333333333,3.4378966666666666,1.3170233333333332
yolo4d67w1_480,0.80567,0.76833,0.83575,0.63922,3.2492516231536865,0.5362299315134683,0.1005703250567117,0.42079,4.022966666666666,1.5103866666666663
yolo4d67w25_160,0.54341,0.42924,0.4475,0.27763,0.044182393948237,0.0254631654421488,0.0022657299041747,0.014107,0.0321333333333333,0.02539
yolo4d67w25_192,0.61758,0.48146,0.53747,0.34954,0.059013944864273,0.0260518586635589,0.002676697174708,0.01861,0.0442799999999999,0.0349066666666666
yolo4d67w25_224,0.65352,0.50607,0.57125,0.37422,0.0811381717522938,0.0275597023963928,0.0033224817117054,0.0227056666666666,0.06064,0.0475333333333333
yolo4d67w25_256,0.65915,0.54309,0.60802,0.40364,0.0934843564033507,0.0312380552291869,0.0039330434799194,0.0279353333333333,0.0771566666666666,0.0624166666666666
yolo4d67w25_288,0.6587,0.57472,0.63073,0.42196,0.1241628710428873,0.043108205795288,0.0047716744740803,0.0396526666666666,0.0999899999999999,0.0793533333333333
yolo4d67w25_320,0.69891,0.56565,0.64455,0.43702,0.157824691136678,0.0495674582322438,0.0062549086411793,0.0465126666666666,0.1252133333333333,0.0976766666666666
yolo4d67w25_352,0.70052,0.59607,0.66495,0.45743,0.1913966063658395,0.0572785186767577,0.0063715608914692,0.0596696666666666,0.15171,0.1224666666666666
yolo4d67w25_384,0.72375,0.62083,0.698,0.48913,0.213637024561564,0.064218992392222,0.0072048421700794,0.0663853333333333,0.18073,0.1451733333333333
yolo4d67w25_416,0.73592,0.62878,0.71428,0.50863,0.2604043654600779,0.0765146799882252,0.0084973716735839,0.0766056666666666,0.21077,0.1732466666666666
yolo4d67w25_448,0.74074,0.64946,0.73232,0.52275,0.3118417660395304,0.084617275794347,0.0093026689688364,0.0840946666666666,0.2499366666666666,0.2009333333333333
yolo4d67w25_480,0.74406,0.66331,0.73763,0.52781,0.35636035323143,0.0953042896588643,0.010570466518402,0.098933,0.2942466666666666,0.2333633333333333
yolo4d67w5_160,0.64619,0.52274,0.57995,0.38521,0.1266022249062855,0.0401548687616983,0.0056509923934935,0.027495,0.1333366666666666,0.0623066666666666
yolo4d67w5_192,0.69712,0.58047,0.64866,0.44132,0.1674577112992604,0.0502957236766814,0.0068975114822387,0.0335173333333333,0.18264,0.08731
yolo4d67w5_224,0.72323,0.61062,0.68608,0.47709,0.2254014190038044,0.059680083990097,0.0085068241755167,0.0444586666666666,0.2541633333333333,0.12119
yolo4d67w5_256,0.74417,0.62333,0.70616,0.49511,0.2723283886909485,0.0668402540683746,0.0105971753597259,0.0569586666666666,0.2553066666666666,0.15328
yolo4d67w5_288,0.75844,0.64662,0.73547,0.51879,0.3624514309565225,0.0936343546708424,0.0123255685965219,0.085422,0.3321033333333333,0.19441
yolo4d67w5_320,0.75037,0.67011,0.74341,0.52913,0.4416640388965606,0.1071008857091267,0.0146587526798247,0.0998226666666666,0.4197966666666666,0.2430333333333333
yolo4d67w5_352,0.7578,0.68181,0.75831,0.54571,0.5370671478907267,0.1210148767630258,0.0169628449281056,0.1183886666666666,0.50792,0.2916233333333333
yolo4d67w5_384,0.78719,0.69797,0.78102,0.57378,0.6131261499722799,0.1366830853621164,0.0197837078571319,0.128429,0.6088366666666667,0.3503566666666666
yolo4d67w5_416,0.79769,0.70735,0.79673,0.58822,0.7407751691341401,0.1648931137720743,0.0229943271478016,0.1572326666666667,0.7187100000000001,0.4139733333333333
yolo4d67w5_448,0.79215,0.71488,0.80111,0.59523,0.8629087313016255,0.1809375611941019,0.0259334071477253,0.169106,0.84632,0.47527
yolo4d67w5_480,0.79294,0.72309,0.80072,0.59544,1.0141537582874298,0.2045066718260446,0.0291938793659209,0.1919676666666666,0.9665366666666668,0.5495833333333333
yolo4l_160,0.73399,0.59278,0.66982,0.46385,0.4947082050641377,0.1231609400113423,0.0196122662226358,0.063402,0.6907966666666666,0.21687
yolo4l_192,0.75037,0.6547,0.7294,0.52468,0.6264348729451498,0.1612120521068572,0.0248520787556965,0.0803606666666666,0.9449933333333332,0.3044133333333333
yolo4l_224,0.78447,0.67339,0.76039,0.55652,0.8860139071941376,0.1890918672084807,0.0312946577866871,0.1113413333333333,1.33291,0.41306
yolo4l_256,0.79204,0.70533,0.78301,0.5772,1.0583707706133525,0.208147641023,0.0394960963726043,0.1305213333333333,1.3330133333333334,0.53295
yolo4l_288,0.78865,0.72148,0.7958,0.59224,1.4272791496912636,0.2910942669709523,0.0461653884251911,0.1959533333333333,1.72165,0.6889233333333333
yolo4l_320,0.80692,0.72509,0.80786,0.60183,1.7144188193480172,0.3307232213020324,0.0560610445340474,0.2272283333333333,2.093066666666666,0.8205033333333334
yolo4l_352,0.79548,0.74572,0.81547,0.61314,2.087997680505117,0.3666558619340261,0.0662580207983652,0.2691613333333333,2.503956666666667,0.9939733333333334
yolo4l_384,0.80619,0.75307,0.82969,0.63375,2.416259433031082,0.4255180144309997,0.0818353947003681,0.318788,3.03371,1.1571133333333332
yolo4l_416,0.81703,0.76147,0.83437,0.64109,2.8732069353262584,0.5139301609992981,0.0974292667706807,0.3675423333333333,3.56368,1.3694499999999998
yolo4l_448,0.81957,0.76227,0.84196,0.65189,3.326284053723018,0.554429447253545,0.1104304142793019,0.4165703333333333,4.122533333333334,1.5864266666666669
yolo4l_480,0.81547,0.77039,0.841,0.65082,3.871830248832703,0.6177463181813557,0.1284829119841257,0.4660686666666667,4.740196666666667,1.82518
yolo4m_160,0.68551,0.56355,0.62844,0.42571,0.2412325998147328,0.0697999807198842,0.0108268805344899,0.041003,0.31484,0.1158766666666666
yolo4m_192,0.71972,0.62699,0.69364,0.48598,0.3124326364199321,0.0897549720605214,0.0132552552223205,0.0516793333333333,0.4360033333333333,0.1583633333333333
yolo4m_224,0.76653,0.64326,0.72625,0.51834,0.4351696105798086,0.1054865709940592,0.016824714342753,0.0701036666666666,0.59979,0.2211066666666666
yolo4m_256,0.77854,0.67107,0.75055,0.53788,0.5302182173728943,0.1158693758646647,0.0204624287287393,0.0822883333333333,0.6070633333333334,0.2838533333333333
yolo4m_288,0.76376,0.69871,0.76653,0.55228,0.7008932336171467,0.1647804347674051,0.0241437582174936,0.128395,0.7825533333333333,0.3577733333333333
yolo4m_320,0.77053,0.70573,0.77619,0.56505,0.8575990184148153,0.1937792722384134,0.0288568043708801,0.1425413333333333,0.96086,0.4444633333333332
yolo4m_352,0.78743,0.70964,0.7862,0.57659,1.0271177438894907,0.2174387876192728,0.0339611021677652,0.1770206666666666,1.18315,0.5335533333333333
yolo4m_384,0.78315,0.73453,0.8036,0.6002,1.1988511073589327,0.2453711684544881,0.0392442735036214,0.1961809999999999,1.3898066666666666,0.6200366666666667
yolo4m_416,0.8129,0.73278,0.81693,0.61382,1.4277264201641084,0.2966975712776183,0.0461957275867461,0.2375286666666667,1.6478266666666668,0.7376766666666666
yolo4m_448,0.81748,0.74111,0.82144,0.62086,1.6558354194959006,0.3247627349694569,0.0529168776671091,0.25903,1.8983466666666664,0.8433700000000001
yolo4m_480,0.8216,0.74305,0.82744,0.62666,1.962680813074112,0.3630385641256968,0.0610257685184478,0.304534,2.2063366666666666,0.9621066666666668
yolo4n_160,0.50666,0.42888,0.43129,0.26697,0.0407800833384195,0.023398315111796,0.0021845865249633,0.0139236666666666,0.0297766666666666,0.0237233333333333
yolo4n_192,0.61091,0.48945,0.53455,0.34262,0.0549509024620055,0.0237212578455606,0.0023775255680083,0.0174286666666666,0.0410266666666666,0.03274
yolo4n_224,0.61517,0.51153,0.56394,0.36728,0.0731413110097248,0.0261161867777506,0.0029892559846242,0.0215429999999999,0.0555233333333333,0.0454199999999999
yolo4n_256,0.64431,0.54139,0.59722,0.39271,0.088850819269816,0.0299849712848663,0.0035323007901509,0.0274829999999999,0.0710966666666666,0.0593866666666666
yolo4n_288,0.66521,0.54858,0.61125,0.40431,0.1183325664202371,0.040418087641398,0.0042955211798349,0.0392823333333333,0.0907933333333333,0.0757166666666666
yolo4n_320,0.67246,0.5629,0.62955,0.42119,0.1473602398236592,0.0460108311971028,0.0049703264236449,0.0460526666666666,0.1127866666666666,0.0932966666666666
yolo4n_352,0.68102,0.58525,0.65224,0.44349,0.1708735899130503,0.0540031441052754,0.0058398695786793,0.0567596666666666,0.1431733333333333,0.1141633333333333
yolo4n_384,0.73106,0.59851,0.68813,0.48229,0.1997180064519246,0.0601906017462412,0.0066049400965372,0.0602093333333333,0.1694966666666666,0.1373333333333333
yolo4n_416,0.73664,0.6263,0.7103,0.50266,0.2505092080434163,0.0719339243570963,0.007716124455134,0.0726786666666666,0.1997,0.15988
yolo4n_448,0.74352,0.63505,0.72184,0.51406,0.2855871748924255,0.0798125970363616,0.0085740872224171,0.082276,0.2409633333333333,0.1879266666666667
yolo4n_480,0.7456,0.64935,0.73402,0.52294,0.3216039498647054,0.0898997938632964,0.0113721259435017,0.0938296666666666,0.26993,0.2180566666666666
yolo4s_160,0.64481,0.51497,0.56616,0.36459,0.1146007446448008,0.0363927125930785,0.005130052169164,0.0259513333333333,0.11939,0.0573266666666666
yolo4s_192,0.69776,0.56884,0.64242,0.43679,0.1523823690414428,0.045444654226303,0.0062948473294575,0.031702,0.1627933333333333,0.0804666666666666
yolo4s_224,0.70479,0.60646,0.67363,0.46876,0.2077151139577229,0.0547988673051198,0.0076770583788553,0.04396,0.2259,0.1119266666666666
yolo4s_256,0.73422,0.6215,0.69995,0.48668,0.2499934351444244,0.0609803652763366,0.0094670764605203,0.0513593333333333,0.2353833333333333,0.1439733333333333
yolo4s_288,0.73823,0.63443,0.71691,0.50029,0.3320096206665039,0.0847185897827147,0.0110691765944162,0.081674,0.3050833333333333,0.1815266666666667
yolo4s_320,0.74428,0.65284,0.73188,0.51772,0.4044345720609028,0.0976452962557474,0.013209265867869,0.0907036666666666,0.38179,0.2230366666666666
yolo4s_352,0.74274,0.67051,0.74195,0.52913,0.4827021392186482,0.1113429057598113,0.0155481183528899,0.1131086666666666,0.45769,0.2734166666666666
yolo4s_384,0.7631,0.69327,0.7751,0.56664,0.5554781552155813,0.1251776218414306,0.0176212326685587,0.1265423333333333,0.54958,0.32215
yolo4s_416,0.77931,0.70729,0.78668,0.57993,0.6748122747739157,0.1520786730448404,0.0206613198916117,0.1402753333333333,0.6483800000000001,0.3782566666666667
yolo4s_448,0.789,0.70801,0.78881,0.58315,0.7883970808982849,0.1673986653486887,0.0235747536023457,0.1672183333333333,0.77198,0.4351833333333333
yolo4s_480,0.77295,0.7357,0.80034,0.59573,0.9076629972457884,0.1882904620965322,0.026636521021525,0.1798766666666666,0.8786033333333334,0.5042533333333333
yolo5d1w25_160,0.58841,0.4514,0.48989,0.31067,0.0444888087113697,0.028999490737915,0.0023695683479308,0.0107103333333333,0.03017,0.0233533333333333
yolo5d1w25_192,0.63609,0.50149,0.55693,0.36619,0.0592623281478881,0.0293902770678201,0.0027839104334512,0.0141086666666666,0.0416833333333333,0.0318733333333333
yolo5d1w25_224,0.67015,0.54942,0.60804,0.40829,0.0800053366025288,0.0302074718475341,0.0034391085306803,0.0182013333333333,0.0559933333333333,0.0436699999999999
yolo5d1w25_256,0.68016,0.55722,0.62521,0.42742,0.0924943912029266,0.0324099040031432,0.0040563809871673,0.022749,0.0737533333333333,0.05729
yolo5d1w25_288,0.70264,0.58753,0.65652,0.44895,0.127780684630076,0.0415085470676421,0.0055328647295633,0.032584,0.09542,0.07352
yolo5d1w25_320,0.71304,0.59792,0.67506,0.46869,0.1519148596127827,0.0465928022066751,0.0064197472731272,0.0386303333333333,0.1175666666666666,0.0902466666666666
yolo5d1w25_352,0.71494,0.63241,0.69818,0.49802,0.1843940969308217,0.0536476556460062,0.0065670061111449,0.046382,0.1468866666666666,0.1116733333333333
yolo5d1w25_384,0.73636,0.64908,0.72195,0.51812,0.2216929765542347,0.0619984690348306,0.0073479135831197,0.0526229999999999,0.17353,0.1351633333333333
yolo5d1w25_416,0.74572,0.66624,0.73744,0.53739,0.2607926579316457,0.0714704231421152,0.0085845863819122,0.0615446666666666,0.2082533333333333,0.1640133333333333
yolo5d1w25_448,0.75023,0.66324,0.74567,0.54848,0.3157206304868062,0.0776018098990122,0.0094211626052856,0.0702886666666666,0.2452266666666666,0.1910866666666666
yolo5d1w25_480,0.76013,0.67216,0.75259,0.55402,0.354332415262858,0.0872268553574879,0.0107845187187194,0.079928,0.2866566666666666,0.22084
yolo5d1w5_160,0.66535,0.52577,0.58641,0.39061,0.1289263025919596,0.0426437779267628,0.0059811671574909,0.0213343333333333,0.1353233333333333,0.05958
yolo5d1w5_192,0.70673,0.58342,0.65303,0.45036,0.1777024098237355,0.0510055704911549,0.0075860857963561,0.0291136666666666,0.1823766666666666,0.08395
yolo5d1w5_224,0.73963,0.62403,0.69337,0.48764,0.22999915877978,0.0599056494235991,0.0092322186628977,0.0387563333333333,0.2595466666666666,0.1168066666666666
yolo5d1w5_256,0.75294,0.64047,0.7196,0.51343,0.2797977805137634,0.0656903207302093,0.011153126557668,0.0467986666666666,0.2653966666666666,0.1504066666666667
yolo5d1w5_288,0.75797,0.66784,0.74389,0.53577,0.3696717528502146,0.0975582853953043,0.0129801833629608,0.0675123333333333,0.3477533333333333,0.1925166666666666
yolo5d1w5_320,0.7741,0.68624,0.76015,0.55126,0.4544482390085855,0.1096823720137277,0.0154618906974792,0.080091,0.4300833333333333,0.2374333333333333
yolo5d1w5_352,0.7864,0.70317,0.78091,0.5764,0.5407275589307149,0.1217489361763,0.0178418135643004,0.0933456666666666,0.5319966666666667,0.2896266666666667
yolo5d1w5_384,0.80582,0.69579,0.79154,0.59089,0.6266971794764201,0.1417854221661885,0.0203723426659901,0.1108626666666666,0.6338766666666666,0.34515
yolo5d1w5_416,0.79532,0.72251,0.80161,0.60172,0.7691113730271658,0.1726413905620575,0.0236086316903432,0.131389,0.7573566666666666,0.4092933333333333
yolo5d1w5_448,0.80578,0.71982,0.80938,0.61205,0.8955362625916798,0.1919415195782979,0.0268021488189696,0.1468006666666666,0.8708933333333334,0.4754366666666667
yolo5d1w5_480,0.79476,0.74018,0.81236,0.61644,1.0639765512943269,0.2118757299582162,0.0303796434402465,0.164429,1.0009766666666666,0.5453433333333334
yolo5d1w75_160,0.70874,0.57202,0.63667,0.43186,0.2468248315652211,0.0760164443651835,0.0119327457745869,0.0339116666666666,0.3291333333333333,0.1150833333333333
yolo5d1w75_192,0.73308,0.62437,0.69601,0.49013,0.3276530941327413,0.0943270055452982,0.0147107577323913,0.044878,0.45154,0.1573733333333333
yolo5d1w75_224,0.75036,0.65622,0.72837,0.52373,0.4576334651311238,0.1092891303698221,0.0182766517003377,0.0601606666666666,0.63156,0.2235766666666666
yolo5d1w75_256,0.78685,0.67406,0.75729,0.55084,0.5551350919405619,0.1166825155417124,0.022089902559916,0.0710759999999999,0.6439766666666666,0.2900266666666666
yolo5d1w75_288,0.79693,0.68991,0.77766,0.5706,0.7328876527150472,0.1688408815860748,0.0259138389428456,0.1073693333333333,0.8432333333333334,0.3685366666666667
yolo5d1w75_320,0.77806,0.71475,0.78706,0.58077,0.901419491370519,0.198280959924062,0.0307678310076395,0.1249626666666666,1.0254333333333332,0.4484733333333333
yolo5d1w75_352,0.80918,0.72056,0.805,0.60392,1.0732226022084557,0.219258120059967,0.0362410485744475,0.1518386666666666,1.26084,0.5444366666666667
yolo5d1w75_384,0.81095,0.72941,0.81362,0.615,1.2558365174134571,0.2472356092929839,0.0413043069839477,0.172592,1.4758966666666666,0.62979
yolo5d1w75_416,0.82623,0.73522,0.82526,0.62811,1.523118621110916,0.3077163084348042,0.0524112578233083,0.2063646666666666,1.7829366666666668,0.7523033333333333
yolo5d1w75_448,0.81778,0.75399,0.82992,0.63761,1.7724972387154896,0.3346478943030039,0.0548555346330006,0.2257523333333333,2.0668166666666665,0.8543933333333333
yolo5d1w75_480,0.81657,0.75763,0.8315,0.64023,2.037665788332621,0.3756955281893412,0.0622368383407592,0.2552366666666666,2.35323,0.97989
yolo5d33w1_160,0.69824,0.56484,0.63151,0.41909,0.2870334661006927,0.0737900483608245,0.0125740138689676,0.0346993333333333,0.4142766666666667,0.1235333333333333
yolo5d33w1_192,0.72136,0.62985,0.696,0.4784,0.3840433311462403,0.0964103043079375,0.0177905758221943,0.0465373333333333,0.57545,0.17132
yolo5d33w1_224,0.74663,0.66025,0.73042,0.51429,0.5096839761734008,0.1158071474234262,0.0193041535218556,0.063008,0.8070966666666667,0.23535
yolo5d33w1_256,0.78561,0.6718,0.75665,0.53789,0.6255658813317617,0.1264302357037862,0.0245732676982879,0.0714346666666666,0.7989466666666667,0.30053
yolo5d33w1_288,0.78827,0.69801,0.77316,0.55052,0.8115642364819845,0.1785194929440816,0.0281928773721058,0.1132493333333333,1.0522066666666663,0.39076
yolo5d33w1_320,0.79302,0.705,0.78713,0.56865,1.0248207982381186,0.2056179034709929,0.0341587138175963,0.133153,1.2665266666666668,0.4636733333333334
yolo5d33w1_352,0.7893,0.7234,0.79673,0.57709,1.2305360861619314,0.2307710949579874,0.039758870601654,0.1571016666666666,1.54245,0.5638
yolo5d33w1_384,0.79971,0.7416,0.81189,0.60123,1.4213765259583793,0.2663981449604034,0.0457812066872914,0.1738849999999999,1.8078466666666664,0.65069
yolo5d33w1_416,0.81308,0.73791,0.81979,0.61103,1.6683126020431518,0.3228434801101684,0.0533076179027557,0.200512,2.1614566666666666,0.7779333333333334
yolo5d33w1_448,0.80971,0.75485,0.82556,0.61828,1.9529428180058797,0.3495060483614603,0.0627082141240437,0.2314943333333333,2.4776366666666667,0.8963599999999999
yolo5d33w1_480,0.81896,0.7435,0.824,0.61833,2.290832905769348,0.3928007638454436,0.0700581487019856,0.2536153333333333,2.868173333333333,1.0355633333333334
yolo5d33w75_160,0.68234,0.54999,0.61038,0.39942,0.1716023143132527,0.0501586922009785,0.0082150387763976,0.0247423333333333,0.22144,0.0784866666666666
yolo5d33w75_192,0.72595,0.59263,0.67054,0.45848,0.2183402701218922,0.0631113282839457,0.0100357655684152,0.0325573333333333,0.3060566666666666,0.10657
yolo5d33w75_224,0.74687,0.63107,0.71047,0.49318,0.3013340246677399,0.0751446207364399,0.0124313215414682,0.042854,0.4295199999999999,0.1497666666666667
yolo5d33w75_256,0.75168,0.65055,0.72806,0.51075,0.372124780813853,0.0815250086784362,0.0149130217234293,0.0496833333333333,0.4262966666666667,0.1903833333333333
yolo5d33w75_288,0.77388,0.67499,0.75166,0.53098,0.4885933923721313,0.1139574603239694,0.0174691629409789,0.0783106666666666,0.5640166666666667,0.2403266666666666
yolo5d33w75_320,0.76539,0.69389,0.76838,0.54902,0.5878377493222554,0.1373257243633269,0.0208721033732096,0.0894266666666666,0.6946833333333333,0.2976466666666666
yolo5d33w75_352,0.78979,0.69801,0.78085,0.56091,0.7055065747102102,0.1519608521461486,0.0241085429986317,0.1095426666666666,0.8444633333333335,0.3627733333333333
yolo5d33w75_384,0.79513,0.71837,0.79788,0.5856,0.832596169312795,0.1763534506162007,0.0277135737737019,0.1231406666666666,0.9974733333333332,0.4154966666666667
yolo5d33w75_416,0.80325,0.72596,0.80767,0.59906,1.0000084050496418,0.220377865632375,0.0324321738878885,0.144408,1.1941433333333331,0.4937566666666666
yolo5d33w75_448,0.80859,0.73909,0.81609,0.60553,1.187931334177653,0.2396230824788411,0.0367412483692168,0.1637813333333333,1.36607,0.5559
yolo5d33w75_480,0.82256,0.72976,0.81838,0.60985,1.3824312130610146,0.2692821053663889,0.0414667836825052,0.177818,1.571516666666667,0.65032
yolo5d67w1_160,0.72305,0.58313,0.65403,0.44617,0.361728061834971,0.0926663370927174,0.0152173594633737,0.041565,0.5081766666666666,0.1563366666666666
yolo5d67w1_192,0.74437,0.63778,0.70706,0.50041,0.4763027938206991,0.1218896579742431,0.0192388689517974,0.055764,0.7085866666666666,0.2155733333333333
yolo5d67w1_224,0.77005,0.66565,0.74351,0.53605,0.6387814712524413,0.1419488890965779,0.023978083928426,0.0730263333333333,0.9976633333333336,0.2948666666666666
yolo5d67w1_256,0.7866,0.69344,0.77181,0.56115,0.7680959471066794,0.1542757765452066,0.0305814218521117,0.0867313333333333,0.9905366666666668,0.377
yolo5d67w1_288,0.78279,0.71935,0.78923,0.57851,1.0674675369262696,0.2179630823930104,0.0351416504383087,0.1338663333333333,1.29666,0.4977533333333333
yolo5d67w1_320,0.79475,0.728,0.80289,0.59238,1.2566524616877237,0.2497449958324432,0.0424531098206837,0.1557833333333333,1.5766233333333333,0.5880833333333334
yolo5d67w1_352,0.80012,0.74754,0.81552,0.61341,1.549931098620097,0.2796427758534749,0.0493953673044839,0.1885523333333333,1.93899,0.7136666666666667
yolo5d67w1_384,0.81845,0.74002,0.82378,0.62165,1.8074219270547232,0.3173670796553294,0.0576332835356394,0.2108866666666666,2.268443333333334,0.8195633333333333
yolo5d67w1_416,0.8315,0.74409,0.83086,0.63046,2.1280773973464964,0.3876924928029377,0.0676141281922657,0.2422766666666666,2.669666666666666,0.9846633333333332
yolo5d67w1_448,0.83055,0.75497,0.8373,0.6416,2.438040729761124,0.4193188913663228,0.0795517663160959,0.2762163333333333,3.110746666666667,1.1385166666666666
yolo5d67w1_480,0.82666,0.76012,0.83712,0.64267,2.890689752499263,0.4691223529974619,0.095928167104721,0.3075236666666667,3.5477233333333333,1.2999466666666666
yolo5d67w25_160,0.57567,0.43964,0.47288,0.29652,0.0383186133702595,0.0249820892016092,0.0019401303927103,0.0096453333333333,0.0267266666666666,0.02029
yolo5d67w25_192,0.62763,0.50353,0.55238,0.36004,0.0502362100283304,0.025599265495936,0.0023435350259144,0.0125503333333333,0.03605,0.0277433333333333
yolo5d67w25_224,0.64987,0.51859,0.5826,0.3881,0.0672740379969278,0.0264173634847005,0.0028920757770537,0.0156066666666666,0.0492299999999999,0.0381166666666666
yolo5d67w25_256,0.68506,0.55839,0.62419,0.41575,0.0812500540415445,0.0268906247615813,0.0034097258249918,0.0193226666666666,0.06358,0.0500966666666666
yolo5d67w25_288,0.69663,0.57466,0.64846,0.43861,0.1078417416413624,0.0364393500487009,0.0041640885670979,0.0283856666666666,0.0818,0.0638266666666666
yolo5d67w25_320,0.69639,0.59059,0.66083,0.44722,0.1313988562424977,0.0402021833260853,0.004779930114746,0.0323443333333333,0.1042366666666666,0.07857
yolo5d67w25_352,0.71604,0.5905,0.67504,0.46941,0.1600962118307749,0.0465862274169921,0.0055990008513132,0.0389343333333333,0.1259166666666666,0.0978133333333333
yolo5d67w25_384,0.7238,0.62825,0.70239,0.501,0.1913185799121856,0.0512012950579325,0.0062453170617421,0.04511,0.1497566666666666,0.1168566666666666
yolo5d67w25_416,0.74607,0.6406,0.72374,0.51984,0.2274500095844268,0.0621346374352772,0.0073125481605529,0.052721,0.17949,0.1390866666666666
yolo5d67w25_448,0.74307,0.66425,0.7376,0.52882,0.2699453341960907,0.0684169820944467,0.0080794386068979,0.060181,0.2119933333333333,0.16075
yolo5d67w25_480,0.76705,0.65409,0.74307,0.53299,0.3073498741785685,0.078596581617991,0.0092081137498219,0.0686013333333333,0.24534,0.1902333333333333
yolo5d67w5_160,0.65067,0.52956,0.57723,0.37445,0.1085082475344339,0.0359287885824838,0.0051099359989165,0.0183306666666666,0.1151566666666666,0.05091
yolo5d67w5_192,0.70424,0.57758,0.6484,0.44277,0.1394557591279347,0.0431830461819966,0.0062841244538624,0.024197,0.1557866666666666,0.0714233333333333
yolo5d67w5_224,0.71568,0.61098,0.68602,0.47685,0.194573285182317,0.0518019258975982,0.0078032632668812,0.0325503333333333,0.22195,0.10032
yolo5d67w5_256,0.73048,0.63586,0.70808,0.49742,0.2270422812302907,0.0565042368570963,0.0094969828923543,0.0411796666666666,0.22485,0.12704
yolo5d67w5_288,0.76052,0.65075,0.73292,0.51966,0.3236293073495229,0.0811884510517119,0.0109264723459879,0.0583456666666666,0.2949033333333333,0.1608066666666666
yolo5d67w5_320,0.76559,0.6702,0.74918,0.53386,0.3744581151008606,0.0921985097726186,0.0129810229937235,0.069207,0.3618433333333333,0.1998533333333333
yolo5d67w5_352,0.75404,0.69283,0.76601,0.55855,0.4676069076855977,0.103094390630722,0.0151546839872995,0.0806933333333333,0.43742,0.2451133333333333
yolo5d67w5_384,0.78976,0.69228,0.78048,0.57772,0.5358698582649231,0.1222355429331461,0.0172510886192321,0.0953189999999999,0.5310433333333333,0.2860666666666667
yolo5d67w5_416,0.79773,0.71301,0.79269,0.59026,0.6335889983177184,0.1479594139258066,0.0199239857991535,0.1093536666666666,0.6393966666666667,0.3392266666666666
yolo5d67w5_448,0.8003,0.72373,0.80344,0.60329,0.7505057982603708,0.1619416133562723,0.0225701848665872,0.124591,0.7362033333333334,0.39912
yolo5d67w5_480,0.79945,0.72534,0.80513,0.60695,0.8675737110773722,0.1835984977086384,0.030222181479136,0.1437896666666666,0.8476566666666666,0.45178
yolo5l_160,0.70926,0.59515,0.65991,0.45127,0.4309994379679362,0.1113085401058196,0.0181097010771432,0.0483,0.61607,0.1865433333333333
yolo5l_192,0.74946,0.64786,0.71573,0.51091,0.5598905432224274,0.1430174708366393,0.0229660872618357,0.06475,0.8373966666666667,0.2595966666666667
yolo5l_224,0.76196,0.68781,0.75401,0.54694,0.7829630585511526,0.1680332140127817,0.0286080956459044,0.0847023333333333,1.1824933333333334,0.35541
yolo5l_256,0.79435,0.69473,0.77728,0.57125,0.9265800340970356,0.1827391831080118,0.0366487590471903,0.10176,1.1815766666666667,0.4584866666666666
yolo5l_288,0.79951,0.71525,0.79145,0.5861,1.2548706277211508,0.258457695643107,0.0421490661303202,0.1548333333333333,1.5520133333333332,0.6043033333333333
yolo5l_320,0.80394,0.73118,0.80892,0.60215,1.4956609257062274,0.294153356552124,0.0508274789651234,0.180467,1.89376,0.7102066666666668
yolo5l_352,0.82315,0.72998,0.81241,0.60875,1.8720009549458825,0.3272070538997649,0.0591749882698058,0.2188613333333333,2.28452,0.8671833333333333
yolo5l_384,0.79959,0.76804,0.82946,0.63496,2.0707582517464957,0.3721501537164052,0.0747466115156809,0.243924,2.722386666666667,0.9976033333333332
yolo5l_416,0.80759,0.76547,0.83415,0.63912,2.517713416020076,0.4522829008102416,0.0811428479353586,0.2832626666666666,3.2158866666666666,1.1889433333333332
yolo5l_448,0.82979,0.7565,0.83929,0.6488,2.992576150894165,0.4854217859109243,0.0984947299957275,0.3261896666666666,3.726903333333333,1.3801366666666668
yolo5l_480,0.81893,0.77472,0.84523,0.65461,3.5083053048451744,0.5417136490345001,0.117514354387919,0.3608986666666667,4.319,1.584266666666667
yolo5m_160,0.68278,0.57083,0.62531,0.41915,0.2088212776184081,0.0632749199867248,0.0102553518613179,0.029391,0.2746433333333333,0.09714
yolo5m_192,0.73323,0.61442,0.68823,0.48339,0.270294222831726,0.0783746552467345,0.0121846866607665,0.0389576666666666,0.3810833333333334,0.1315433333333333
yolo5m_224,0.75352,0.65009,0.72775,0.51802,0.3879180892308553,0.0915010197957356,0.015369834502538,0.0516286666666666,0.5364833333333333,0.1858766666666667
yolo5m_256,0.75827,0.67284,0.74789,0.53763,0.4614006988207499,0.0990516297022501,0.0185136938095092,0.0600989999999999,0.5299200000000001,0.23921
