model_name,precision,recall,mAP_0.5,mAP_0.5:0.95
yolo7n_256,0.78431,0.69807,0.77301,0.57068
yolo7n_288,0.79846,0.72279,0.79666,0.59608
yolo7n_320,0.7949,0.74424,0.81197,0.61314
yolo7n_352,0.80401,0.75059,0.82078,0.6246
yolo7n_384,0.81605,0.75314,0.82935,0.63455
yolo7n_416,0.82421,0.75421,0.83778,0.64718
yolo7n_448,0.81528,0.76893,0.84042,0.65181
yolo7n_480,0.81696,0.77827,0.84623,0.65677
yolo7s_160,0.79174,0.67541,0.75015,0.54921
yolo7s_192,0.78663,0.72042,0.78261,0.58498
yolo7s_224,0.82398,0.73332,0.81504,0.61924
yolo7s_256,0.82398,0.76229,0.83128,0.63768
yolo7s_288,0.83574,0.77344,0.84349,0.6574
yolo7s_320,0.82535,0.78244,0.84846,0.66628
yolo7s_352,0.8315,0.79604,0.8581,0.67591
yolo7s_384,0.82816,0.7928,0.86639,0.67763
yolo7s_416,0.83514,0.81275,0.86644,0.69199
yolo7s_448,0.84105,0.81817,0.8742,0.69976
yolo7s_480,0.84313,0.81221,0.87593,0.7009
yolo8d1w25_160,0.7349,0.58724,0.66048,0.4619
yolo8d1w25_192,0.75529,0.63243,0.70871,0.51001
yolo8d1w25_224,0.77741,0.66239,0.74687,0.54513
yolo8d1w25_256,0.78285,0.69609,0.77155,0.57154
yolo8d1w25_288,0.79391,0.72045,0.79042,0.59084
yolo8d1w25_320,0.80517,0.72383,0.80696,0.61019
yolo8d1w25_352,0.8194,0.72785,0.81259,0.62151
yolo8d1w25_384,0.81206,0.75329,0.82626,0.63537
yolo8d1w25_416,0.82099,0.7555,0.83476,0.64595
yolo8d1w25_448,0.81376,0.76676,0.83419,0.64758
yolo8d1w25_480,0.82986,0.75838,0.8431,0.65584
yolo8d1w5_160,0.77133,0.66853,0.73544,0.53422
yolo8d1w5_192,0.79873,0.69887,0.77213,0.57785
yolo8d1w5_224,0.80225,0.74137,0.80568,0.61063
yolo8d1w5_256,0.81959,0.75904,0.82569,0.63127
yolo8d1w5_288,0.84007,0.76202,0.84005,0.65231
yolo8d1w5_320,0.83652,0.7742,0.8499,0.66467
yolo8d1w5_352,0.826,0.79386,0.85703,0.67523
yolo8d1w5_384,0.83725,0.79662,0.8645,0.68427
yolo8d1w5_416,0.84055,0.8054,0.87076,0.69275
yolo8d1w5_448,0.853,0.80099,0.87506,0.69781
yolo8d1w5_480,0.84668,0.8044,0.8755,0.69942
yolo8d1w75_160,0.7917,0.69012,0.76128,0.56221
yolo8d1w75_192,0.80935,0.73769,0.80005,0.6044
yolo8d1w75_224,0.82488,0.75174,0.8232,0.63455
yolo8d1w75_256,0.79414,0.76117,0.82932,0.64574
yolo8d1w75_288,0.80651,0.78515,0.85347,0.66934
yolo8d1w75_320,0.80936,0.81153,0.86415,0.6842
yolo8d1w75_352,0.81433,0.81694,0.87217,0.69263
yolo8d1w75_384,0.83018,0.81672,0.88067,0.70568
yolo8d1w75_416,0.82422,0.8296,0.886,0.71882
yolo8d1w75_448,0.82374,0.83007,0.88749,0.71845
yolo8d1w75_480,0.82464,0.82802,0.88387,0.71314
yolo8d33w75_160,0.79289,0.67047,0.747,0.54573
yolo8d33w75_192,0.80509,0.71823,0.78855,0.58791
yolo8d33w75_224,0.81591,0.74827,0.8118,0.61616
yolo8d33w75_256,0.81006,0.76951,0.8258,0.63441
yolo8d33w75_288,0.82949,0.77338,0.8409,0.65122
yolo8d33w75_320,0.83481,0.77578,0.8461,0.66339
yolo8d33w75_352,0.80565,0.81432,0.86684,0.66897
yolo8d33w75_384,0.80957,0.81702,0.87371,0.68382
yolo8d33w75_416,0.82371,0.82021,0.87877,0.69445
yolo8d33w75_448,0.83129,0.81294,0.8791,0.69618
yolo8d33w75_480,0.8343,0.81484,0.88478,0.70447
yolo8d67w1_160,0.80104,0.69808,0.76942,0.57237
yolo8d67w1_192,0.82448,0.72524,0.80224,0.61299
yolo8d67w1_224,0.82641,0.76729,0.83226,0.64582
yolo8d67w1_256,0.82313,0.78108,0.85224,0.66051
yolo8d67w1_288,0.81797,0.80267,0.86704,0.68209
yolo8d67w1_320,0.81371,0.8136,0.86811,0.68558
yolo8d67w1_352,0.82807,0.81815,0.87876,0.69634
yolo8d67w1_384,0.83211,0.81792,0.882,0.70846
yolo8d67w1_416,0.82584,0.82757,0.88347,0.70607
yolo8d67w1_448,0.8259,0.84928,0.89453,0.72601
yolo8d67w1_480,0.82741,0.8541,0.89659,0.72987
yolo8d67w25_160,0.72546,0.5682,0.64561,0.44835
yolo8d67w25_192,0.74725,0.6198,0.69942,0.49685
yolo8d67w25_224,0.77008,0.65555,0.73397,0.53433
yolo8d67w25_256,0.77104,0.68492,0.75934,0.56046
yolo8d67w25_288,0.8025,0.69766,0.78471,0.58176
yolo8d67w25_320,0.79373,0.71564,0.7973,0.6007
yolo8d67w25_352,0.80556,0.7283,0.80828,0.61222
yolo8d67w25_384,0.81548,0.74074,0.82241,0.62777
yolo8d67w25_416,0.81377,0.74746,0.82539,0.63629
yolo8d67w25_448,0.82182,0.74628,0.83227,0.64001
yolo8d67w25_480,0.81472,0.75839,0.83755,0.64663
yolo8d67w5_160,0.76441,0.65268,0.72859,0.52647
yolo8d67w5_192,0.77154,0.70228,0.76606,0.56817
yolo8d67w5_224,0.79449,0.72722,0.79589,0.59996
yolo8d67w5_256,0.82814,0.74355,0.81552,0.62484
yolo8d67w5_288,0.8268,0.75994,0.83299,0.64167
yolo8d67w5_320,0.81795,0.78163,0.84458,0.65784
yolo8d67w5_352,0.8299,0.7853,0.84823,0.66454
yolo8d67w5_384,0.83327,0.78996,0.85908,0.67658
yolo8d67w5_416,0.82949,0.80157,0.86229,0.6812
yolo8d67w5_448,0.83551,0.80202,0.86648,0.6892
yolo8d67w5_480,0.82864,0.81636,0.87018,0.69188
yolo8l_160,0.79468,0.70525,0.77318,0.57657
yolo8l_192,0.81341,0.74833,0.80858,0.61651
yolo8l_224,0.83426,0.77478,0.83662,0.64913
yolo8l_256,0.84196,0.78897,0.85096,0.66846
yolo8l_288,0.81091,0.81105,0.8683,0.6881
yolo8l_320,0.81603,0.82092,0.87068,0.6918
yolo8l_352,0.82629,0.82502,0.88283,0.70893
yolo8l_384,0.82544,0.84403,0.8917,0.71713
yolo8l_416,0.82903,0.83475,0.89044,0.72313
yolo8l_448,0.83663,0.8326,0.89278,0.72257
yolo8l_480,0.82844,0.85116,0.89461,0.72747
yolo8m_160,0.76709,0.6714,0.73435,0.52354
yolo8m_192,0.79273,0.71944,0.77917,0.56736
yolo8m_224,0.811,0.73254,0.79933,0.5914
yolo8m_256,0.81749,0.75995,0.82033,0.61611
yolo8m_288,0.83301,0.75646,0.82761,0.63173
yolo8m_320,0.83141,0.77119,0.84104,0.64691
yolo8m_352,0.83437,0.78411,0.84644,0.6556
yolo8m_384,0.82963,0.79251,0.8559,0.66253
yolo8m_416,0.83561,0.8013,0.86061,0.67117
yolo8m_448,0.84391,0.79589,0.86191,0.67073
yolo8m_480,0.83696,0.80205,0.86227,0.67401
yolo8n_160,0.71662,0.55711,0.62842,0.42984
yolo8n_192,0.73118,0.60741,0.67855,0.47239
yolo8n_224,0.76331,0.63429,0.7126,0.50575
yolo8n_256,0.76704,0.67309,0.7429,0.53937
yolo8n_288,0.78136,0.68957,0.76711,0.56567
yolo8n_320,0.78445,0.71026,0.78282,0.58121
yolo8n_352,0.77985,0.73107,0.79575,0.59529
yolo8n_384,0.81065,0.72331,0.80442,0.6045
yolo8n_416,0.80556,0.74278,0.81467,0.61657
yolo8n_448,0.81173,0.74711,0.82288,0.62197
yolo8n_480,0.81055,0.75284,0.8264,0.62563
yolo8s_160,0.78119,0.64227,0.71844,0.51228
yolo8s_192,0.77815,0.69404,0.75529,0.55289
yolo8s_224,0.80276,0.72053,0.79004,0.5881
yolo8s_256,0.80271,0.74708,0.80819,0.61146
yolo8s_288,0.82234,0.74998,0.82565,0.63231
yolo8s_320,0.81676,0.76641,0.83232,0.64134
yolo8s_352,0.82506,0.77529,0.84256,0.65327
yolo8s_384,0.81553,0.78397,0.84609,0.6594
yolo8s_416,0.8357,0.7887,0.85399,0.66724
yolo8s_448,0.83053,0.79733,0.85537,0.67114
yolo8s_480,0.83235,0.79063,0.85424,0.66999
