mAP_0.5:0.95_voc,mAP_0.5_voc,precision_voc,recall_voc,mAP_0.5:0.95_sku,mAP_0.5_sku,precision_sku,recall_sku,mAP_0.5:0.95_wider,mAP_0.5_wider,precision_wider,recall_wider,mAP_0.5:0.95_coco,mAP_0.5_coco,precision_coco,recall_coco,nano_gpu_latency,openvino_latency,vim3_latency,raspi4_tflite_latency,orange_pi_latency,a40_trt_latency,pi5_ort_latency,pi4_ort_latency,model_name,model_family
0.41189,0.61117,0.68066,0.55459,0.30212,0.6017,0.72161,0.5214,0.12381,0.24977,0.62101,0.21515,0.1378690230962315,0.2136150910211977,0.4205152314453554,0.217442874939496,21.74648245175669,2.0564591884612,6.4403333333333,21.3066666666666,4.0794033333333,1.2426781654357,9.6989738941192,30.541101694107,yolo6m-d33w25_160,YOLOv6
0.45718,0.66227,0.71385,0.59763,0.35813,0.68018,0.76409,0.6036,0.13116,0.26946,0.6403,0.231,0.1719431621684016,0.2625204203073441,0.4667023791416683,0.2583746672375403,22.8857545057931,2.4570059776305,7.172000000000001,29.3733333333333,5.4160133333333,1.2590146064758,12.567400932312,40.6505978107452,yolo6m-d33w25_192,YOLOv6
0.49826,0.70555,0.75879,0.63083,0.37042,0.72744,0.79399,0.65027,0.17338,0.33897,0.68493,0.29467,0.2025832826970133,0.3044678283816721,0.5045005502808494,0.2888808537168422,23.0951313177744,3.0271963278452,8.2223333333333,39.8033333333333,7.0499466666666,1.2793588638305,17.0476138591766,55.1585547129312,yolo6m-d33w25_224,YOLOv6
0.52168,0.731,0.77888,0.64672,0.44239,0.7816,0.8307,0.70375,0.19571,0.37793,0.72113,0.32602,0.2282285937715575,0.339239590415768,0.5311635928436809,0.3263093650492196,24.0812230110168,3.5208805402119,8.7009999999999,49.733333333333306,8.5427466666666,1.3023328781127,20.6049346923828,65.9338959058125,yolo6m-d33w25_256,YOLOv6
0.54773,0.75329,0.78208,0.67419,0.46886,0.80866,0.84583,0.73309,0.21437,0.41188,0.73227,0.35579,0.2485535779972545,0.3667206844834701,0.5512876212215019,0.3494165093216284,32.5994300842284,4.1866286595662,15.0343333333333,64.7866666666666,11.0215366666666,1.3725852966308,27.3520791530609,86.3655654589334,yolo6m-d33w25_288,YOLOv6
0.56812,0.77373,0.79391,0.6855,0.48951,0.82977,0.85701,0.75767,0.2377,0.45056,0.75631,0.38792,0.2702064379782773,0.3932398941496325,0.5690365025774456,0.3653744617025368,37.3469392458597,4.817630847295,16.2013333333333,79.34333333333329,13.0956066666666,1.3802909851074,33.6140203475952,102.6690733432769,yolo6m-d33w25_320,YOLOv6
0.58213,0.78338,0.80709,0.69808,0.50639,0.84627,0.86846,0.77193,0.25311,0.48005,0.76424,0.41462,0.2853412925329456,0.4140552523449902,0.5907618890300734,0.3899831505921501,41.365001201629504,5.6565654277801,19.68633333333329,97.3866666666666,15.8848166666666,1.3925909996032002,41.8185985088348,126.36333823204029,yolo6m-d33w25_352,YOLOv6
0.59724,0.79864,0.81187,0.70963,0.52045,0.85831,0.87662,0.78539,0.27123,0.51037,0.76976,0.4431,0.2984481582175191,0.4318858810166784,0.6059369527758882,0.3943957250775886,44.519999821980704,6.315189202626501,20.517,112.92999999999992,18.5822533333333,1.4479637145996,49.9653613567352,150.7712642351786,yolo6m-d33w25_384,YOLOv6
0.60442,0.80588,0.82335,0.71729,0.53352,0.87013,0.88408,0.7985,0.28559,0.53521,0.78622,0.46392,0.3110781090437786,0.4479373071150463,0.6050205818863736,0.4144478768083831,55.69203933080031,7.217093706130901,24.137,137.53,22.3641133333332,1.4705586433409998,61.80293560028071,175.208310286204,yolo6m-d33w25_416,YOLOv6
0.61421,0.81545,0.80308,0.74617,0.52632,0.87416,0.88667,0.8029,0.2993,0.55803,0.7894,0.48771,0.3239510951634448,0.4644692557569462,0.6071519252376468,0.4286872926532813,58.8515508174896,8.111269076665101,25.348,158.74666666666658,25.57466333333329,1.5351271629333,72.2549986839294,205.48068205515528,yolo6m-d33w25_448,YOLOv6
0.61941,0.81879,0.80938,0.74897,0.55058,0.88226,0.89376,0.81082,0.31237,0.58105,0.80553,0.50657,0.3344001357535645,0.4772399909346056,0.6206755350726015,0.4425882608270564,67.43330399195351,9.0699466069539,29.0136666666666,186.74333333333328,29.5285266666666,1.5790247917175,85.3133857250213,231.44013961156202,yolo6m-d33w25_480,YOLOv6
0.50037,0.70345,0.76551,0.62428,0.35784,0.66228,0.77263,0.56309,0.14959,0.28964,0.66823,0.24176,0.2044193330157052,0.306509462754025,0.5137015062001116,0.2948704636424178,34.268985191980896,5.3316541512806,14.3666666666666,98.4166666666666,6.8376266666666,1.7899584770202,27.689834833145103,91.9721587498982,yolo6m-d33w5_160,YOLOv6
0.54752,0.75008,0.78387,0.67673,0.41612,0.73768,0.81454,0.65001,0.17683,0.33768,0.69329,0.28643,0.2434080195492476,0.3556415637573106,0.558479175316377,0.3358084564473903,41.24660134315479,6.7266209920246,15.772000000000002,134.79,8.8664533333333,1.8129920959472,35.687780380249,126.09525640805549,yolo6m-d33w5_192,YOLOv6
0.58151,0.78404,0.80326,0.71422,0.41819,0.77783,0.83327,0.69853,0.2043,0.38518,0.74292,0.32549,0.2773860787123833,0.4016056746422128,0.5975863306178317,0.3705693847879026,48.6375641822814,8.1282722949981,19.8156666666666,187.5266666666667,11.3293599999999,1.8544840812683,48.38362693786621,165.4235366980234,yolo6m-d33w5_224,YOLOv6
0.59986,0.80162,0.80343,0.72573,0.49113,0.82288,0.86109,0.74617,0.22746,0.42601,0.75589,0.36078,0.3031591855972511,0.4353060640238039,0.5968726253536271,0.4036058880429948,51.7571222782134,9.7062559922535,20.7736666666666,191.77666666666656,13.8831966666666,1.8553733825683,54.9014341831207,191.1531233787536,yolo6m-d33w5_256,YOLOv6
0.62489,0.82208,0.81448,0.75215,0.51542,0.84917,0.87636,0.77599,0.25054,0.46689,0.77395,0.39897,0.3248886061982476,0.4649392582228378,0.6292275904199606,0.4302138873571163,76.0193967819213,11.0907876491546,37.159,252.42666666666656,17.1687733333333,1.9428133964538,74.2527091503143,260.27325709660846,yolo6m-d33w5_288,YOLOv6
0.63676,0.83443,0.82625,0.75629,0.53502,0.86662,0.88673,0.79479,0.27431,0.50599,0.78993,0.43365,0.344274235296911,0.488403390342422,0.6379741370969894,0.4532439110917918,87.0673477649688,13.1089603900909,41.441,309.54666666666657,20.9509666666666,1.9988799095153005,92.41943359375,316.94558143615717,yolo6m-d33w5_320,YOLOv6
0.64682,0.84028,0.82745,0.77045,0.54622,0.87669,0.89114,0.81021,0.28975,0.53629,0.79577,0.46243,0.3622513348407316,0.5102175477748038,0.6478351766048689,0.4683748716125951,97.290453116099,15.0894685586292,47.1053333333333,370.5366666666667,25.570849999999897,2.0407772064208,112.91130661964412,370.5322198073069,yolo6m-d33w5_352,YOLOv6
0.65696,0.84597,0.82632,0.77605,0.55631,0.8851,0.8986,0.82139,0.30737,0.56599,0.8084,0.48981,0.3768615144980271,0.5268461734060492,0.6459125773676121,0.4881320817648539,108.8260495662689,17.3336207866668,51.874,440.35,29.687009999999898,2.0560908317565,132.0726609230041,437.9516883691152,yolo6m-d33w5_384,YOLOv6
0.66559,0.85178,0.83001,0.78119,0.56435,0.89146,0.90238,0.82772,0.32375,0.59257,0.82237,0.51161,0.3884931706380455,0.5405938379328662,0.6652913426614361,0.4924221273216133,133.3401974042255,20.1798089345295,57.7506666666666,519.72,35.069386666666595,2.2030377388,163.6229872703552,530.3147673606873,yolo6m-d33w5_416,YOLOv6
0.67011,0.85634,0.82535,0.78927,0.55208,0.89485,0.90347,0.83288,0.33764,0.61761,0.8188,0.53747,0.3996862234250569,0.5554027457484774,0.6796603465668196,0.5036849740867477,143.1935369968413,22.869582970937,63.22800000000001,617.8800000000001,40.533809999999896,2.284243106842,189.4797646999359,609.3483837445577,yolo6m-d33w5_448,YOLOv6
0.67248,0.85627,0.83297,0.79552,0.57505,0.90118,0.90484,0.83661,0.35015,0.63741,0.83397,0.55372,0.4095504148954068,0.5659354003373844,0.6801313334505442,0.5165658368520882,162.1003007888793,26.3561666011809,70.6696666666666,704.3733333333333,47.06837999999991,2.4191641807556,223.624677658081,721.4822701613109,yolo6m-d33w5_480,YOLOv6
0.53851,0.74302,0.78167,0.67075,0.38504,0.68933,0.79402,0.58394,0.15544,0.29881,0.67942,0.24599,0.2374232033611117,0.3470099696828869,0.577873416372182,0.3211441970615342,56.380084355672096,8.3980309963226,25.3666666666666,243.76666666666668,12.8551966666666,2.0147013664245,59.47677135467519,184.8253111044565,yolo6m-d33w75_160,YOLOv6
0.57847,0.77738,0.79401,0.71184,0.44088,0.75946,0.82841,0.66936,0.19269,0.3616,0.72536,0.29898,0.2765162369119074,0.3965104168815331,0.6069672635468824,0.3666980035177264,69.2991908391316,10.6471534570057,27.8773333333333,333.6333333333334,15.2688033333333,2.0026111602783,71.5917229652404,237.61972308158872,yolo6m-d33w75_192,YOLOv6
0.61315,0.80843,0.81072,0.74114,0.43919,0.79873,0.84445,0.717,0.21997,0.40934,0.74815,0.34323,0.3108723213409537,0.4409356643864973,0.6059535693679377,0.4118161451342722,82.30753143628431,13.2194697856902,33.991333333333294,461.50999999999993,16.1574366666666,2.1070075035095,102.6828408241272,333.84167790412897,yolo6m-d33w75_224,YOLOv6
0.63239,0.82693,0.81706,0.75834,0.51352,0.84021,0.87422,0.76452,0.24464,0.45261,0.76389,0.38139,0.3367455154452322,0.4766788211507569,0.6478971645761744,0.4377970743834213,88.20200204849229,16.376322110493902,36.3276666666666,459.74,21.4998566666666,2.1763801574707,110.49535274505612,397.247777779897,yolo6m-d33w75_256,YOLOv6
0.65144,0.8409,0.83927,0.76542,0.53376,0.86148,0.88361,0.79206,0.26715,0.48922,0.78253,0.41563,0.3611402040601181,0.506961828987017,0.6688687099012229,0.4586829224960249,130.8537201086679,18.971261580785,62.780333333333296,596.5400000000001,24.7208066666666,2.3028230667114,148.9777076244354,534.947007894516,yolo6m-d33w75_288,YOLOv6
0.66339,0.84795,0.82328,0.78727,0.55104,0.8777,0.89318,0.81063,0.29097,0.52941,0.79801,0.44965,0.3815095998963677,0.5305941849819575,0.6629428710525284,0.4857551949314391,150.3969816366831,22.8624022006988,69.23266666666659,728.2966666666667,30.9533666666666,2.3624873161315,181.1471140384674,628.5648397604624,yolo6m-d33w75_320,YOLOv6
0.67183,0.85835,0.84162,0.78845,0.5607,0.88818,0.90032,0.82427,0.30814,0.56129,0.82069,0.47733,0.3959482483095878,0.5502456707610882,0.6666250124245845,0.5058941864956675,168.2639054457345,27.3623776435851,82.0016666666666,889.5300000000001,37.5775966666666,2.5210714340209,220.5260348320007,775.1581148306528,yolo6m-d33w75_352,YOLOv6
0.68097,0.86231,0.83381,0.80226,0.56837,0.89417,0.90208,0.83319,0.32388,0.58857,0.82319,0.50425,0.4089389559726119,0.5634430760593437,0.6688780578088434,0.5141556877388149,189.5424544811248,30.5771942933399,86.955,1065.4333333333332,42.8320899999999,2.5592041015625,260.62657356262207,891.388667821884,yolo6m-d33w75_384,YOLOv6
0.68573,0.86529,0.83295,0.80436,0.57701,0.90252,0.90531,0.84357,0.33876,0.6148,0.82639,0.5294,0.4229220001509701,0.5805308469895737,0.6725965519731908,0.5368632529825141,235.6247206528981,35.0985050201415,99.837,1240.1,51.4453833333332,2.8582072257995,318.4231221675873,1087.0882479349773,yolo6m-d33w75_416,YOLOv6
0.6931,0.87241,0.84225,0.80844,0.56136,0.90093,0.90658,0.84174,0.35444,0.63937,0.83555,0.55325,0.4340593180912158,0.5940430341465956,0.6824177429128307,0.5457790667764486,255.59721390406293,40.3681286176045,105.575,1438.19,59.952419999999904,2.9604339599609,373.7405955791473,1282.3592042922976,yolo6m-d33w75_448,YOLOv6
0.69407,0.87416,0.83661,0.81449,0.58516,0.90685,0.90775,0.85351,0.36538,0.65941,0.83677,0.57666,0.4419687317635805,0.6032515724570497,0.7108567516441819,0.5485701702241987,283.9285981655121,45.2529021104176,119.9093333333333,1660.5766666666666,68.1754133333333,3.2881665229797,439.8888707160949,1499.0533598264058,yolo6m-d33w75_480,YOLOv6
0.43311,0.63484,0.73096,0.55851,0.31482,0.61834,0.73146,0.53307,0.12746,0.25561,0.63349,0.21748,0.1536362708013188,0.2344570656141698,0.4514374716521162,0.2334412922485613,24.8516261577605,2.8935873508452,7.3183333333333,28.5933333333333,4.4931399999999,1.5676093101501,12.3770904541015,39.9725186824798,yolo6m-d6w25_160,YOLOv6
0.48156,0.68551,0.74135,0.60962,0.36936,0.69284,0.77474,0.61502,0.15222,0.29995,0.67354,0.25808,0.1882464334946451,0.2846387503315536,0.5059231265317926,0.2730385457931517,26.6341924667358,3.3381263415017,8.1116666666666,38.54,5.95579,1.5751528739929,15.827068090438798,52.5418285528818,yolo6m-d6w25_192,YOLOv6
0.5207,0.72706,0.77298,0.64995,0.38006,0.73816,0.80238,0.66367,0.17815,0.34625,0.70355,0.29931,0.2223085399627641,0.3292537053763877,0.526652639487269,0.315386313529418,26.6911081473032,3.991968631744301,9.3413333333333,52.4733333333333,7.6271633333333,1.6026020050048,21.2686038017272,72.4247956275939,yolo6m-d6w25_224,YOLOv6
0.54166,0.7457,0.77291,0.67425,0.45113,0.78835,0.83877,0.71328,0.19944,0.38518,0.73043,0.33081,0.2452166311637416,0.361604621083191,0.536111350210924,0.3423327518091982,29.5857687791188,4.520993232727,9.9153333333333,64.67,9.42512,1.6182899475097,24.6835219860076,83.0147679646809,yolo6m-d6w25_256,YOLOv6
0.56385,0.76604,0.78305,0.6875,0.47669,0.8171,0.85208,0.74219,0.22153,0.42132,0.74797,0.36028,0.2675467416941662,0.3903404780502461,0.5718766453990252,0.3624988607981491,42.1873625119526,5.4656159877776,16.6976666666666,84.0966666666666,11.9373433333333,1.666829586029,33.4159612655639,109.92296218872059,yolo6m-d6w25_288,YOLOv6
0.58826,0.78883,0.78716,0.71624,0.49833,0.83829,0.86536,0.76605,0.24361,0.4596,0.7532,0.39597,0.2865801446924549,0.4147183492826486,0.568539678092566,0.3873743743193853,47.3620076974232,6.8915931383768,18.3476666666666,103.1566666666666,14.37492,1.7084956169127998,40.9882318973541,133.4829417864481,yolo6m-d6w25_320,YOLOv6
0.6006,0.79961,0.80809,0.72038,0.51438,0.85436,0.87384,0.78344,0.2591,0.48854,0.76912,0.42192,0.3042700171900797,0.4360623945668074,0.5975848609214877,0.4001257137836692,52.7141666412353,7.3280596733092,22.1303333333333,125.26,17.2389333333333,1.7295312881469,50.5835556983947,161.5044736862182,yolo6m-d6w25_352,YOLOv6
0.61329,0.80927,0.80697,0.73761,0.52793,0.86554,0.88206,0.79473,0.27631,0.51852,0.78266,0.44818,0.3200681297498268,0.4572225275740833,0.5971254817263763,0.4215174965543077,57.9286750157673,8.0735945701599,23.174,152.32666666666668,20.2021066666666,1.7701816558837,60.8642828464508,193.0094655354817,yolo6m-d6w25_384,YOLOv6
0.62106,0.81599,0.82034,0.74081,0.53991,0.87467,0.88853,0.80392,0.2916,0.54393,0.79365,0.46921,0.3319031188952957,0.4744156394861267,0.6158282044031169,0.4346879075237284,70.546087026596,9.387354850769,27.1956666666666,178.81,24.0367666666666,1.7973089218139,74.39767956733701,223.5641626516977,yolo6m-d6w25_416,YOLOv6
0.6302,0.82541,0.82777,0.74028,0.53042,0.87768,0.89322,0.8081,0.30657,0.56874,0.8081,0.49162,0.3429075441360733,0.4857437242936118,0.6318531066520053,0.4393762084856621,72.5709791978199,10.4496018091837,28.772,205.4633333333333,27.7366066666666,1.8608427047729,89.69207406043999,264.91649071375525,yolo6m-d6w25_448,YOLOv6
0.6369,0.83165,0.81287,0.76031,0.55451,0.88493,0.89715,0.81841,0.31807,0.59072,0.80948,0.51253,0.3517624036212088,0.4973241919094778,0.6163498903503369,0.4589221825065567,79.3724389870961,11.7373164494831,32.8526666666666,248.7399999999999,32.009486666666604,1.9247317314147,100.5060851573944,286.4691487948099,yolo6m-d6w25_480,YOLOv6
0.50943,0.71361,0.76006,0.64331,0.35873,0.65931,0.77306,0.55603,0.10975,0.23079,0.60617,0.1982,0.2183809152274992,0.3248156914655438,0.545804465891783,0.3065681100967938,46.1351843674977,6.9814272721608,16.846999999999902,138.2566666666666,9.7761366666666,2.3117995262145,38.0278134346008,125.04747470219921,yolo6m-d6w5_160,YOLOv6
0.5594,0.76203,0.79343,0.68415,0.41715,0.7343,0.81391,0.64505,0.18026,0.34204,0.70893,0.28774,0.258317276957854,0.3759516529243165,0.5965617024339649,0.3467133158271479,54.390913248062,8.8675228754678,18.639,185.5566666666666,10.4163733333333,2.3365354537963,46.5287506580352,165.30517697334278,yolo6m-d6w5_192,YOLOv6
0.59183,0.7908,0.80806,0.71961,0.42308,0.78389,0.83628,0.70294,0.20741,0.38904,0.73904,0.32807,0.2929957763056917,0.4220340977564191,0.5960825981156739,0.3953616345804818,62.7493532498677,10.8735946814218,23.0689999999999,261.83,13.3305166666666,2.3930788040161,63.29178214073181,227.0274941126505,yolo6m-d6w5_224,YOLOv6
0.61356,0.81375,0.82301,0.73418,0.49627,0.82634,0.86235,0.75076,0.23251,0.43182,0.74908,0.36741,0.3218013316825021,0.4593901948069003,0.6226476740679876,0.4324754574323723,65.7223733266194,14.1509314378102,23.999,265.2,16.2294066666666,2.3893570899963,71.1989104747772,260.2448372046153,yolo6m-d6w5_256,YOLOv6
0.63302,0.82757,0.8182,0.75971,0.51868,0.85032,0.87802,0.77766,0.25407,0.47228,0.77725,0.40204,0.3432213505770635,0.4861623838282091,0.6593110937581852,0.4454664023513597,97.25093046824132,15.3371381759642,42.0556666666666,354.2366666666667,20.31558,2.5018954277038,97.3419606685638,341.11822326978046,yolo6m-d6w5_288,YOLOv6
0.63764,0.82887,0.80719,0.77124,0.53632,0.86762,0.88895,0.79957,0.2778,0.51164,0.78773,0.43672,0.3643003150791191,0.510472171243195,0.6728155569638636,0.4674387459018942,110.406683286031,17.5335605939229,47.426666666666605,426.0833333333333,24.4570233333333,2.5362658500671,117.8431010246276,410.66825270652765,yolo6m-d6w5_320,YOLOv6
0.65195,0.84246,0.82318,0.77781,0.54914,0.87973,0.89375,0.8132,0.29476,0.53903,0.79797,0.46347,0.3786563505023455,0.5268688070203744,0.6766942111932368,0.4841160524346537,124.1100188096364,20.4810635248819,53.953,518.4466666666667,29.56536,2.6009774208068,144.4440615177154,511.0029713312785,yolo6m-d6w5_352,YOLOv6
0.66794,0.85337,0.8367,0.78637,0.5602,0.88838,0.90065,0.82439,0.31187,0.57141,0.81216,0.4917,0.3927513769909289,0.5446123173716241,0.6884320439542054,0.4983598493968154,136.80201093355808,23.4749805927276,59.274,620.0866666666667,34.5486433333332,2.6334691047668,169.9169611930847,590.4674748579662,yolo6m-d6w5_384,YOLOv6
0.67575,0.85728,0.83133,0.7929,0.56746,0.8944,0.90579,0.83352,0.32658,0.59498,0.82257,0.51405,0.4059039585185841,0.5600704347096873,0.6862844897887066,0.5089295152888293,171.1447823047637,27.3888540267943,66.4313333333333,731.7766666666668,40.7626866666666,2.8038644790649,209.7104263305664,706.7071628570556,yolo6m-d6w5_416,YOLOv6
0.67841,0.86085,0.8187,0.80944,0.55449,0.89715,0.90676,0.83846,0.3413,0.62102,0.82626,0.53807,0.4162883317665881,0.5739692857123437,0.6959000128774688,0.5209256676910854,178.1416217486063,30.9387544790903,72.3953333333333,845.5933333333334,47.397209999999895,2.8592562675476,244.6142721176147,835.6561358769734,yolo6m-d6w5_448,YOLOv6
0.68466,0.86422,0.83797,0.80505,0.57867,0.90179,0.9083,0.8427,0.35371,0.64406,0.82764,0.56502,0.4258175528310684,0.5854314745964269,0.6770732561952653,0.5334149770804792,201.21346394220976,35.139904419581,81.18966666666661,977.3566666666668,54.4638266666666,3.0650401115417,284.0438485145569,948.1751430034639,yolo6m-d6w5_480,YOLOv6
0.5501,0.75168,0.78542,0.67969,0.38911,0.69309,0.79688,0.58494,0.16485,0.3127,0.69463,0.25331,0.2469115643748951,0.3583328824098746,0.5817583741199883,0.334106535280551,73.76343727111811,11.0966233412424,30.292,343.1166666666667,15.9351899999999,2.5519466400146,80.3503572940826,252.31693029403678,yolo6m-d6w75_160,YOLOv6
0.59281,0.7881,0.80363,0.71951,0.44543,0.76424,0.83238,0.67345,0.19524,0.36707,0.72878,0.30256,0.28840495215145,0.4110917101099828,0.6124022717719487,0.3760012447924803,90.53804675738,13.9993345737456,33.458,463.77,20.5080266666666,2.5739526748657,97.5479865074157,339.33190663655586,yolo6m-d6w75_192,YOLOv6
0.62187,0.81441,0.81619,0.74514,0.44347,0.80176,0.84819,0.72061,0.22334,0.41325,0.74906,0.34483,0.3217668224333982,0.4539908323605213,0.6200524413103141,0.425098170497263,105.43043772379548,17.455103794733603,39.989666666666594,647.9533333333333,25.8885566666666,2.6834416389465,140.37642478942868,464.5357648531596,yolo6m-d6w75_224,YOLOv6
0.64193,0.83567,0.82732,0.76465,0.51572,0.84245,0.87592,0.76763,0.24779,0.45674,0.76518,0.38437,0.3485395658674913,0.489800227259742,0.6561915110254857,0.4496965092530623,112.4421540896097,21.9013361136118,43.4056666666666,642.7633333333333,32.3785233333333,2.7595162391662,149.36898231506348,539.1365698973337,yolo6m-d6w75_256,YOLOv6
0.6553,0.84461,0.82495,0.78447,0.53839,0.86541,0.88555,0.79509,0.27022,0.49468,0.78199,0.42029,0.371933288574709,0.5175242367214836,0.6695682431156487,0.4757838004253605,165.8631742000579,25.4772798220316,72.9026666666666,840.8866666666667,39.7100099999999,2.9442596435546,199.52939152717587,717.8516173362732,yolo6m-d6w75_288,YOLOv6
0.67177,0.85574,0.84236,0.78282,0.55414,0.87987,0.8957,0.81422,0.29564,0.53507,0.79733,0.45628,0.3926964745107064,0.5425377435788946,0.6775405326887748,0.498888755951433,187.1887032190958,30.759812990824297,80.724,1024.65,49.2963866666666,2.9965662956237,244.2622375488281,881.3632921377817,yolo6m-d6w75_320,YOLOv6
0.67903,0.86442,0.84009,0.79873,0.56513,0.89179,0.89847,0.82843,0.31047,0.56453,0.80781,0.48612,0.4084734315802578,0.5612723266752132,0.6816738365631719,0.5149618407982535,207.4256714185078,35.9285791714985,94.3473333333333,1233.0466666666666,56.1735766666666,3.185851573944,291.0506236553192,1053.054112593333,yolo6m-d6w75_352,YOLOv6
0.68743,0.8666,0.84453,0.80169,0.57341,0.89824,0.90338,0.83776,0.32672,0.59366,0.81714,0.5109,0.4241574594525721,0.5806208405441666,0.6883526886071623,0.5322011402302629,235.7924155394236,41.2754885355631,101.3333333333333,1448.97,57.56661,3.242917060852,345.4933440685272,1217.2931102911632,yolo6m-d6w75_384,YOLOv6
0.69754,0.87484,0.84497,0.81198,0.58014,0.9054,0.91068,0.84773,0.34309,0.6184,0.83577,0.53021,0.4363369693500353,0.595322649013106,0.7113046028411081,0.5380979201158179,287.8573389848073,47.6943616072336,115.5446666666666,1730.8633333333337,63.31249,3.6507630348205,422.0640170574188,1470.408024787903,yolo6m-d6w75_416,YOLOv6
0.70424,0.87775,0.8574,0.81072,0.56623,0.90674,0.91062,0.84665,0.35685,0.64335,0.84239,0.55421,0.4463687580774138,0.6089797829791865,0.7046376806099468,0.5542004344815008,308.4921713670094,55.13483961423231,122.634,2003.7433333333329,73.5751566666665,3.7728667259216,496.6830492019653,1716.5972590446472,yolo6m-d6w75_448,YOLOv6
0.70331,0.87771,0.84044,0.82764,0.58982,0.91091,0.91516,0.85477,0.36853,0.66494,0.84425,0.57888,0.4547835861445543,0.6184979477088366,0.7025540802428927,0.5577842083659312,341.0831316312153,61.8149602413177,139.5183333333333,2304.35,83.6816233333333,3.9646816253662,581.6666495800018,1997.7421585718791,yolo6m-d6w75_480,YOLOv6
0.41668,0.61812,0.69467,0.55632,0.30231,0.59703,0.72028,0.51176,0.12175,0.2473,0.62248,0.21296,0.1407986052832544,0.2168975522115526,0.4186382735498457,0.2203733149628703,17.581766843795698,2.2195434570312,6.001,37.1566666666666,4.143046666666599,1.0886287689208,13.8154375553131,42.3506263891855,yolo6s-d33w25_160,YOLOv6
0.47144,0.67534,0.74293,0.59686,0.36115,0.68528,0.76928,0.60915,0.15263,0.29929,0.65551,0.25948,0.1748659909482978,0.2658600739710562,0.4529791038910839,0.2651564480090322,20.6187093257903,2.4972140789031,6.6043333333333,49.55,5.2669699999999,1.1011981964111,16.7449080944061,53.6672015984852,yolo6s-d33w25_192,YOLOv6
0.50636,0.71294,0.75257,0.64452,0.3734,0.72955,0.79542,0.65503,0.17598,0.34256,0.69836,0.29545,0.2096886766249093,0.3114480317977551,0.4944151190352091,0.3038113306390649,21.9665805498758,3.1788953145344,7.453,68.62,6.7634299999999,1.1247444152832,23.603857755661,72.132267554601,yolo6s-d33w25_224,YOLOv6
0.53276,0.73574,0.7671,0.66377,0.44436,0.78264,0.82994,0.70824,0.19696,0.3795,0.73461,0.32624,0.2344174873687266,0.3460156328444949,0.5232794466399742,0.3308142675029974,23.0345356464385,3.7385038534799,7.9353333333333,75.3833333333333,8.1560399999999,1.1599874496459002,25.2485597133636,83.849629163742,yolo6s-d33w25_256,YOLOv6
0.56081,0.76545,0.77869,0.69581,0.4701,0.80978,0.8448,0.73653,0.21777,0.41636,0.73613,0.3604,0.2583642682241893,0.3776883613888014,0.5626724550192188,0.3549320836799021,35.9550786018371,4.5078579584756,13.459,95.8466666666666,10.4007066666666,1.2071084976196,34.49329257011409,113.8686935106912,yolo6s-d33w25_288,YOLOv6
0.57966,0.78066,0.79392,0.70563,0.49384,0.83384,0.86076,0.75961,0.23885,0.45358,0.75219,0.39246,0.2762462339179358,0.4023084623276626,0.5698806711097383,0.3760515407693987,39.1536541779835,5.2396611372629005,14.801,116.54333333333332,12.6922999999999,1.2474083900450998,42.0111870765686,145.6310669581095,yolo6s-d33w25_320,YOLOv6
0.59235,0.79445,0.7927,0.72003,0.51091,0.84917,0.86953,0.77859,0.25489,0.48287,0.7678,0.41822,0.2922878025667614,0.4243044867098072,0.5886450987909957,0.3953145953278072,43.8038865725198,5.9913023312886,17.6286666666666,141.7333333333333,15.1442666666666,1.2489891052245998,52.1680915355682,163.6962525049845,yolo6s-d33w25_352,YOLOv6
0.60428,0.80147,0.79553,0.73467,0.52469,0.86096,0.8788,0.78839,0.27216,0.51096,0.77983,0.44242,0.3099994449821125,0.4441061644753127,0.6010982586648649,0.4104149231253902,48.3721836407979,6.7322361469268,18.1793333333333,166.7633333333333,17.7223733333333,1.3231658935546,60.2299439907074,190.5295944213867,yolo6s-d33w25_384,YOLOv6
0.61298,0.81149,0.8154,0.73309,0.53791,0.87335,0.88392,0.8034,0.28722,0.53573,0.78624,0.46437,0.3197768858534331,0.457714378223735,0.610548096746862,0.4211791856324566,54.1904632250467,7.9311211903889,20.3863333333333,201.6766666666666,20.9748033333333,1.4236187934875,73.9882755279541,234.3541713555653,yolo6s-d33w25_416,YOLOv6
0.62476,0.82299,0.80476,0.75864,0.52886,0.87592,0.89002,0.80457,0.30137,0.56157,0.79941,0.48686,0.3317866970068327,0.4736450388474944,0.5968872526950879,0.4443535852910806,57.768701314926,8.7947976589202,21.6526666666666,235.1266666666666,24.3318266666666,1.3912940025329,87.3085927963256,262.8403635819752,yolo6s-d33w25_448,YOLOv6
0.62643,0.82341,0.82229,0.74731,0.55654,0.88698,0.89491,0.81677,0.31361,0.58395,0.79964,0.51203,0.3383119847802755,0.4804906716896925,0.6124540502080534,0.4482207208591685,64.52361861864719,9.9404823780059,25.024333333333303,269.7833333333333,28.1050733333333,1.4301919937133,101.5844392776489,310.6241591771443,yolo6s-d33w25_480,YOLOv6
