model_name,precision,recall,mAP_0.5,mAP_0.5:0.95
yolo7s_384,0.82183,0.5139,0.59684,0.32929
yolo7s_416,0.8349,0.53318,0.62097,0.34509
yolo7s_448,0.84356,0.55738,0.64622,0.35947
yolo7s_480,0.84774,0.57721,0.66567,0.36877
yolo8d1w25_160,0.6316,0.22125,0.26165,0.1317
yolo8d1w25_192,0.68114,0.26281,0.30757,0.15715
yolo8d1w25_224,0.72001,0.29953,0.35315,0.18242
yolo8d1w25_256,0.73325,0.33424,0.39178,0.20513
yolo8d1w25_288,0.74658,0.36629,0.42889,0.22685
yolo8d1w25_320,0.76713,0.40199,0.46846,0.24933
yolo8d1w25_352,0.77252,0.42901,0.49796,0.26498
yolo8d1w25_384,0.79094,0.45384,0.52821,0.28368
yolo8d1w25_416,0.7989,0.47951,0.55435,0.29881
yolo8d1w25_448,0.80475,0.50196,0.5761,0.31253
yolo8d1w25_480,0.81708,0.52149,0.59976,0.3254
yolo8d1w5_160,0.68617,0.24421,0.30118,0.15708
yolo8d1w5_192,0.71544,0.28999,0.351,0.1855
yolo8d1w5_224,0.74007,0.33422,0.39956,0.21315
yolo8d1w5_256,0.75698,0.37008,0.43864,0.23662
yolo8d1w5_288,0.77888,0.40393,0.47755,0.25752
yolo8d1w5_320,0.79121,0.43995,0.51699,0.28185
yolo8d1w5_352,0.80321,0.46808,0.54655,0.29808
yolo8d1w5_384,0.81495,0.4953,0.57785,0.3146
yolo8d1w5_416,0.82223,0.5205,0.60329,0.33224
yolo8d1w5_448,0.83235,0.5411,0.62628,0.34483
yolo8d1w5_480,0.8386,0.56623,0.65032,0.35754
yolo8d1w75_160,0.69928,0.25409,0.31787,0.16807
yolo8d1w75_192,0.73288,0.30321,0.37318,0.19943
yolo8d1w75_224,0.75202,0.34926,0.42168,0.22765
yolo8d1w75_256,0.76157,0.38716,0.46389,0.25215
yolo8d1w75_288,0.78545,0.42168,0.50091,0.27385
yolo8d1w75_320,0.7981,0.46039,0.54216,0.29846
yolo8d1w75_352,0.81708,0.48435,0.57124,0.31473
yolo8d1w75_384,0.82303,0.51725,0.60258,0.33112
yolo8d1w75_416,0.82811,0.53829,0.62395,0.34789
yolo8d1w75_448,0.84227,0.55899,0.64962,0.35968
yolo8d1w75_480,0.84466,0.58235,0.67226,0.37144
yolo8d33w75_160,0.68979,0.2523,0.3126,0.16471
yolo8d33w75_192,0.71875,0.29923,0.36457,0.19345
yolo8d33w75_224,0.74995,0.34145,0.41232,0.22156
yolo8d33w75_256,0.76962,0.38016,0.45545,0.24607
yolo8d33w75_288,0.77667,0.41626,0.49257,0.26687
yolo8d33w75_320,0.80199,0.45019,0.53303,0.29129
yolo8d33w75_352,0.80892,0.48018,0.56324,0.30839
yolo8d33w75_384,0.82236,0.50628,0.59278,0.32451
yolo8d33w75_416,0.83137,0.53073,0.61837,0.34051
yolo8d33w75_448,0.83445,0.55559,0.64162,0.35332
yolo8d33w75_480,0.83878,0.57439,0.66161,0.36414
yolo8d67w1_160,0.70236,0.25896,0.328,0.17473
yolo8d67w1_192,0.72652,0.31138,0.38399,0.20614
yolo8d67w1_224,0.75958,0.35471,0.43223,0.23409
yolo8d67w1_256,0.77321,0.39458,0.47483,0.25944
yolo8d67w1_288,0.78407,0.42987,0.51104,0.28013
yolo8d67w1_320,0.80458,0.46926,0.55371,0.30471
yolo8d67w1_352,0.82266,0.49528,0.58339,0.32125
yolo8d67w1_384,0.8284,0.51889,0.60897,0.33721
yolo8d67w1_416,0.83602,0.54573,0.63551,0.3523
yolo8d67w1_448,0.8447,0.56714,0.65883,0.36624
yolo8d67w1_480,0.85055,0.59125,0.68213,0.37828
yolo8d67w25_160,0.62612,0.22064,0.25622,0.12825
yolo8d67w25_192,0.67285,0.25994,0.30357,0.15486
yolo8d67w25_224,0.70513,0.29797,0.34804,0.17959
yolo8d67w25_256,0.72425,0.33122,0.38692,0.2027
yolo8d67w25_288,0.74865,0.36336,0.42469,0.22258
yolo8d67w25_320,0.76321,0.39529,0.46158,0.24518
yolo8d67w25_352,0.77531,0.42387,0.4938,0.26293
yolo8d67w25_384,0.78718,0.45112,0.52237,0.27896
yolo8d67w25_416,0.79537,0.47198,0.54698,0.29423
yolo8d67w25_448,0.80919,0.49492,0.57302,0.30845
yolo8d67w25_480,0.81622,0.51605,0.59561,0.32195
yolo8d67w5_160,0.66857,0.24232,0.29582,0.15483
yolo8d67w5_192,0.7133,0.28734,0.34672,0.18248
yolo8d67w5_224,0.73759,0.33177,0.39533,0.21107
yolo8d67w5_256,0.75956,0.36764,0.43736,0.23429
yolo8d67w5_288,0.77448,0.40206,0.4739,0.25571
yolo8d67w5_320,0.78408,0.43878,0.51466,0.27929
yolo8d67w5_352,0.79825,0.46868,0.54632,0.29684
yolo8d67w5_384,0.8148,0.49212,0.57445,0.31261
yolo8d67w5_416,0.81889,0.51715,0.59928,0.32948
yolo8d67w5_448,0.82779,0.53781,0.62299,0.34238
yolo8d67w5_480,0.84037,0.55917,0.64567,0.35453
yolo8l_160,0.71157,0.26158,0.32991,0.17542
yolo8l_192,0.74238,0.3103,0.38621,0.20751
yolo8l_224,0.75722,0.35652,0.43326,0.23677
yolo8l_256,0.77789,0.39519,0.47607,0.26096
yolo8l_288,0.78688,0.43181,0.51329,0.28219
yolo8l_320,0.80572,0.46838,0.5553,0.30664
yolo8l_352,0.81822,0.49671,0.5843,0.32415
yolo8l_384,0.82995,0.52247,0.61231,0.33877
yolo8l_416,0.83576,0.54806,0.63882,0.35677
yolo8l_448,0.84291,0.57179,0.66194,0.36906
yolo8l_480,0.84888,0.59196,0.68353,0.37991
yolo8m_160,0.69021,0.24275,0.30697,0.16284
yolo8m_192,0.72506,0.28915,0.35797,0.19226
yolo8m_224,0.75779,0.33026,0.40381,0.21912
yolo8m_256,0.76634,0.37124,0.44796,0.24365
yolo8m_288,0.78871,0.40529,0.48441,0.26466
yolo8m_320,0.80025,0.44258,0.52362,0.28761
yolo8m_352,0.80505,0.47105,0.55299,0.30491
yolo8m_384,0.81735,0.49908,0.58248,0.32124
yolo8m_416,0.83059,0.52048,0.6096,0.33821
yolo8m_448,0.82992,0.54485,0.63245,0.34986
yolo8m_480,0.83792,0.57033,0.65687,0.36222
yolo8n_160,0.62371,0.21734,0.25382,0.12654
yolo8n_192,0.6665,0.25719,0.3,0.15105
yolo8n_224,0.71246,0.29278,0.34285,0.1763
yolo8n_256,0.72726,0.32738,0.38228,0.19848
yolo8n_288,0.73844,0.35893,0.41806,0.21839
yolo8n_320,0.76456,0.39251,0.45579,0.24077
yolo8n_352,0.76588,0.41832,0.48568,0.25636
yolo8n_384,0.7792,0.44703,0.51685,0.27437
yolo8n_416,0.79438,0.46899,0.54151,0.28993
yolo8n_448,0.8047,0.48849,0.56489,0.30308
yolo8n_480,0.80853,0.51108,0.58633,0.31575
yolo8s_160,0.67664,0.24068,0.29234,0.15141
yolo8s_192,0.70892,0.2856,0.3443,0.18071
yolo8s_224,0.74224,0.32769,0.3916,0.20816
yolo8s_256,0.75954,0.3659,0.43434,0.23193
yolo8s_288,0.77003,0.40048,0.47117,0.25252
yolo8s_320,0.78741,0.43522,0.50987,0.27575
yolo8s_352,0.80565,0.46054,0.54014,0.29265
yolo8s_384,0.81269,0.49168,0.57058,0.3094
yolo8s_416,0.82097,0.50995,0.59402,0.32509
yolo8s_448,0.82971,0.53288,0.61852,0.3394
yolo8s_480,0.82993,0.55892,0.64157,0.35148
